	visioen/noun	modder/noun	getal/noun	veeleer/adv	haast/adv	vrijheid/noun	gezang/noun	orgasme/noun	stem/noun	lof_trompet/noun	bed/noun	herrie/noun	vorst/noun	optreden/noun	pad/noun	ijl/adj	maar/adv	gewaad/noun	koor/noun	plek/noun	tribunaal/noun	kunst/noun	passage/noun	tegelijk/adj	monument/noun	mandaat/noun	harmonie/noun	naam/noun	stad/noun	uitzicht/noun	piano_spel/noun	zangeres/noun	zij/pron	zo/adv	gave/noun	vrede/noun	meest/adj	moment/noun	sopraan/noun	haven/noun	gewelf/noun	heerlijkheid/noun	melodie/noun	zaak/noun	klink/adj	werkster/noun	sereniteit/noun	ding/noun	symbool/noun	vaderland/noun	boodschap/noun	paradijs/noun	minstens/adv	nul/noun	tip/noun	tafereel/noun	schoonheid/noun	refrein/noun	glimlach/noun	iets/noun	afgezant/noun	blauw/noun	landschap/noun	klank/noun	drank/noun	dressing/noun	dauw/noun	het/det	rust/noun	stil/adj	tuin/noun	kleur/noun	gerecht/noun	hulp/noun	helderheid/noun	koning/noun	geluid/noun	sauna/noun	paradijselijk/adj	vader/noun	tweeling/noun	compliment/noun	perfectie/noun	republiek/noun	licht/noun	gevoel/noun	plezier/noun	missie/noun	voetbal_tempel/noun	staat/noun	rijk/noun	belofte/noun	status/noun	ervaring/noun	menu/noun	gestreken/adj	sfeer/noun	interventie/noun	naar/adj	geschenk/noun	aureool/noun	vuur/noun	vaak/adj	maal/noun	droefheid/noun	ruimte/noun	lichaam/noun	zaligheid/noun	euforie/noun	patent/noun	kroon/noun	iets/adv	geluk/noun	muziek/noun	koor_DIM/noun	komedie/noun	aardappel/noun	bijstand/noun	of/vg
stad/noun	0.71353567	0.9748623	0.90750265	0.78367853	0.7908285	0.7404699	0.94145054	0.941605	0.9529602	0.9995675	0.88584346	0.8689743	0.7706195	0.9846936	0.87121916	0.8556594	0.98367035	0.96147406	0.99983424	0.43064654	0.9780086	0.698884	0.8328746	0.65135336	0.46583694	0.87241054	0.908172	0.8910857	0.0	0.492927	0.9316418	0.9131818	0.94189024	0.915465	0.9135301	0.8023907	0.72774327	0.9034189	0.99515766	0.5481624	0.6513188	0.7464192	0.94760746	0.96761584	0.9429303	0.9509125	0.9064384	0.924376	0.70311844	0.89271283	0.9795734	0.749503	0.8189191	0.99635637	0.98468643	0.70258725	0.7326492	0.995415	0.87868994	0.8885629	0.9017702	0.9219819	0.40937942	0.8630756	0.93207353	0.98921394	0.7959744	0.6416232	0.79057527	0.62511015	0.5176692	0.7456462	0.98917925	0.94409823	0.87456113	0.82137275	0.89192504	0.784202	0.5686147	0.95695853	0.85827893	0.9690111	0.8960014	0.8036837	0.73957086	0.87532103	0.9445761	0.9786282	0.82896936	0.7551131	0.65116376	0.81671107	0.680742	0.8869695	0.9687021	0.795127	0.74729663	0.95618415	0.95362955	0.8741622	0.83229005	0.89008945	0.9274278	0.9981664	0.8790439	0.69917965	0.84600705	0.98490304	0.8424269	0.9578526	0.9532535	0.95181936	0.88355935	0.9170119	0.99352306	0.95018995	0.9807585	0.92007977	0.86706114
uitzicht/noun	0.64157236	0.9146858	0.9611621	0.7689661	0.7043413	0.8114795	0.82259774	0.95147115	0.83372986	0.9989611	0.9028606	0.7540099	0.8663907	0.8921661	0.72918826	0.7355145	0.93609643	0.8923048	0.8615154	0.4976846	0.858472	0.7228228	0.8640869	0.7295904	0.59268224	0.79491895	0.78171104	0.90303785	0.492927	0.0	0.8429351	0.87160355	0.89638275	0.8655837	0.9420681	0.787308	0.78884494	0.8939987	0.8388692	0.7173301	0.8197062	0.82495195	0.8837244	0.9723137	0.9249693	0.9526756	0.82440627	0.91542375	0.7386484	0.8671591	0.83537304	0.74400103	0.87127644	0.92923653	0.9603382	0.6008898	0.66889906	0.8046403	0.9485279	0.8086436	0.8629224	0.7628227	0.4730934	0.71857905	0.99067014	0.9484825	0.6560314	0.76856875	0.68000364	0.61745965	0.4181311	0.70815027	0.9399822	0.9568432	0.84391177	0.9063702	0.7139232	0.6835474	0.5161036	0.9901247	0.8736484	0.95305973	0.878254	0.9140854	0.68455863	0.87283957	0.925405	0.775878	0.8581085	0.75393915	0.71804553	0.6607425	0.8660179	0.96424246	0.9033981	0.7305635	0.6432073	0.9434941	0.91623795	0.86740386	0.8331503	0.9412005	0.87138516	0.9076611	0.92435527	0.56721103	0.7861397	0.65130734	0.9833499	0.96897984	0.97286135	0.9333792	0.8711232	0.8241997	0.87577105	0.9634044	0.9417676	0.99594766	0.708475
piano_spel/noun	0.9559279	0.86692107	0.86230844	0.7924073	0.6055846	0.9330585	0.58520997	0.9653275	0.4450717	1.0	0.97994006	0.728624	0.9752675	0.8681576	0.890703	0.6208867	0.8843646	0.87425673	0.60964394	0.93693835	0.959067	0.81221104	0.64503807	0.84403414	0.8968181	0.92485017	0.65677774	0.5977075	0.9316418	0.8429351	0.0	0.36106956	0.9163346	0.760688	0.8405968	0.90597993	0.66200924	0.8673651	0.5119244	0.9999835	0.8154759	0.9704941	0.4728229	1.0	0.58312917	0.8512243	0.9647563	0.93171275	0.9139195	0.9510954	0.89190257	0.92757463	0.9200683	0.94346994	0.9817213	0.95911324	0.7536894	0.60299385	0.9272531	0.8127863	0.9851972	0.84678596	0.7729141	0.6067127	0.8385576	0.986106	0.8918319	0.85156274	0.97985417	0.77846074	0.8710824	0.70067334	0.8909019	0.9682905	0.6613954	0.97149014	0.54359984	0.95900327	0.8829286	0.994256	0.9866247	0.9334054	0.79024124	0.9687022	0.6770368	0.8168061	0.80640644	0.933195	0.9743324	0.9594261	0.96154517	0.86513364	0.8942822	0.96223253	0.9305908	0.7896514	0.7093544	0.96223736	0.81541634	0.91796595	0.803534	0.986674	0.7394372	0.8422337	0.9005958	0.70484877	0.86860925	0.7240259	0.9093837	0.988775	0.9996405	0.8447097	0.9272542	0.48212618	0.66312695	0.9678527	0.9945131	0.96722895	0.71411806
zangeres/noun	0.82126	0.814459	0.9095248	0.7755668	0.6174689	0.9356354	0.4517297	0.9846438	0.28401518	1.0	0.98022807	0.6277455	0.9498574	0.6784049	0.931837	0.45935577	0.86580944	0.67640275	0.37959367	0.9186997	0.91804934	0.83549887	0.6538374	0.7639205	0.90463746	0.9036277	0.599507	0.6455692	0.9131818	0.87160355	0.36106956	0.0	0.8312139	0.7823634	0.72651196	0.8341338	0.76488745	0.8355456	0.33854133	0.93309116	0.9536247	0.94261634	0.2913962	0.9995662	0.35549152	0.8641938	0.8410177	0.883372	0.8988868	0.876631	0.8913921	0.945709	0.96538216	0.94379073	0.9871139	0.9124187	0.7425504	0.56942165	0.867319	0.8771188	1.0	0.8456454	0.839776	0.56715477	0.7682677	0.99992275	0.9649147	0.74689007	0.92132777	0.74951756	0.8739792	0.663543	0.8888739	0.9847625	0.72794247	0.9454429	0.49212635	0.9290405	0.92658496	0.96358156	0.9712706	0.95245945	0.7420466	0.9130876	0.71319544	0.8500924	0.8223082	0.97221553	0.9357695	0.94578403	0.9677994	0.8955976	0.90516335	0.9242934	0.95963067	0.91759837	0.7159759	0.9006524	0.8059628	0.81254923	0.8953815	0.91140217	0.74803275	0.7710955	0.92427367	0.7871747	0.7918817	0.80789477	0.94700426	0.8039044	0.8386942	0.8787151	0.90178055	0.42648035	0.6912176	0.96095747	0.9625801	0.9895481	0.718843
zij/pron	0.809865	0.9547102	0.9430395	0.7117592	0.8318573	0.72405046	0.8265291	0.7717568	0.83907366	0.76859677	0.63846505	0.9508892	0.86694765	0.8817006	0.66154885	0.889614	0.7745288	0.8979002	0.8664391	0.905616	0.7403693	0.8333634	0.9405603	0.7468173	0.9374987	0.8258579	0.85382515	0.8764998	0.94189024	0.89638275	0.9163346	0.8312139	0.0	0.8074895	0.55706143	0.755479	0.77695346	0.8424172	0.82486963	0.82410866	0.9612531	0.8885024	0.78214693	0.92703396	0.876975	0.50085175	0.8785903	0.7374077	0.7922757	0.8387214	0.77418274	0.8301901	0.770979	0.9594518	0.9311908	0.89824235	0.7562561	0.8553908	0.88556546	0.7874073	0.8748218	0.8726095	0.8873373	0.86466616	0.9158806	0.9853738	0.8364532	0.84143305	0.88654053	0.8072107	0.91782343	0.9069771	0.9859424	0.4004951	0.8408065	0.86889285	0.89093757	0.887933	0.8682865	0.74830544	0.81638306	0.8475428	0.7995659	0.8568448	0.9356778	0.72876525	0.8176893	0.8244169	0.9908714	0.8949207	0.76806355	0.87591255	0.89083457	0.8145965	0.9533737	0.88563627	0.87339854	0.7457994	0.7759029	0.7514021	0.8923937	0.92845863	0.70947814	0.9074743	0.83495927	0.89277995	0.8739811	0.8646824	0.87241757	0.89948887	0.8424194	0.72782564	0.69890106	0.85100657	0.89663714	0.7277913	0.93137866	0.5402131	0.5652628
zo/adv	0.83087534	0.98391783	0.80217695	0.8135768	0.7440864	0.9161741	0.7989595	0.9159258	0.77505577	0.9919006	0.8620398	0.79560816	0.952547	0.97467834	0.9051981	0.7427004	0.7215277	0.9589558	0.894916	0.77821106	0.9579714	0.8615137	0.72423863	0.7302964	0.9054457	0.95935225	0.8251503	0.92028	0.915465	0.8655837	0.760688	0.7823634	0.8074895	0.0	0.884698	0.92585856	0.86713743	0.8065146	0.89755833	0.8153644	0.97428334	0.93545026	0.71871936	0.9405553	0.8512133	0.89259356	0.85218626	0.7325504	0.8696134	0.9419286	0.67025137	0.9459183	0.7434238	0.76102185	0.77123624	0.73135805	0.76618934	0.7710751	0.94022495	0.7630647	0.9756273	0.9163541	0.75319946	0.7232138	0.9340664	0.98570526	0.836381	0.85877573	0.9090677	0.7088402	0.87531865	0.7746878	0.94969624	0.9075397	0.8025047	0.9831554	0.6957129	0.8886893	0.80602497	0.97844446	0.88509583	0.814535	0.8190265	0.99090236	0.7452452	0.8262884	0.8876171	0.94463676	0.68051827	0.8602859	0.9044828	0.8813292	0.9348641	0.8807252	0.94967675	0.9161057	0.7738216	0.90020496	0.7804119	0.9773095	0.8726005	0.97757715	0.7498497	0.49135864	0.8525826	0.79288363	0.9017445	0.88561785	0.9525701	0.81453633	0.93788755	0.762478	0.88095164	0.7562497	0.9626915	0.89398813	0.9646553	0.9288347	0.73438865
gave/noun	0.56736994	0.95418245	0.81551886	0.514567	0.6107538	0.71579903	0.6510435	0.92398155	0.70298505	0.8909208	0.9437211	0.86652577	0.83852905	0.8876028	0.9174793	0.70232224	0.7461114	0.89208096	0.7204184	0.8611513	0.99860585	0.6776814	0.7944236	0.5545063	0.962735	0.97259617	0.6548978	0.89586633	0.9135301	0.9420681	0.8405968	0.72651196	0.55706143	0.884698	0.0	0.83882076	0.8429338	0.89531505	0.6388137	0.88341534	0.89809436	0.9679159	0.55680054	0.99950534	0.76824033	0.48593092	0.8010381	0.6563761	0.72828645	0.7953224	0.8498854	0.57895625	0.9432711	0.99049723	0.95969427	0.7798022	0.57152164	0.75221777	0.9579813	0.8010678	0.81384665	0.92356765	0.82845753	0.6968803	0.8435098	0.9784173	0.9860118	0.8871661	0.9280438	0.8181881	0.85168546	0.8570159	0.9841744	0.86353576	0.7270507	0.7436714	0.7495933	0.93475	0.7231466	0.872867	0.93504447	0.90258	0.52650315	0.87271774	0.86709595	0.64163506	0.8220581	0.9630353	0.9865666	0.9261961	0.8283256	0.8950144	0.8555048	0.8077638	0.9703944	0.9212341	0.7590949	0.7682654	0.81361485	0.55239177	0.8529218	0.989659	0.7675115	0.97744733	0.80883455	0.82363605	0.76577127	0.8997042	0.9091698	0.99125934	0.6795019	0.80216676	0.6807784	0.69882786	0.783308	0.6525953	0.96159536	0.9694596	0.77410257
vrede/noun	0.7759755	0.8440983	0.8221252	0.8266517	0.7106705	0.42375463	0.7455448	0.96279573	0.8269753	0.69161975	0.98115784	0.8787197	0.7854441	0.794914	0.76187867	0.722473	0.87850195	0.9062711	0.76788247	0.8305199	0.7531265	0.73914015	0.888641	0.729289	0.81244135	0.64341855	0.5585595	0.96777433	0.8023907	0.787308	0.90597993	0.8341338	0.755479	0.92585856	0.83882076	0.0	0.96250325	0.83788866	0.91403365	0.86893404	0.9521341	0.91786426	0.7437411	0.8209039	0.7867551	0.9508988	0.54149294	0.89269704	0.48527753	0.732347	0.60702854	0.7454403	0.9133762	0.91831756	0.9443102	0.8639424	0.5245777	0.7912595	0.8844693	0.9131447	0.7961589	0.8099294	0.7962076	0.8222065	0.8330276	1.0	0.89554036	0.7101953	0.4645053	0.8069427	0.69595957	0.7862241	0.8353383	0.94842917	0.62693316	0.89410484	0.8529936	0.751911	0.77823067	0.9411499	0.8964805	0.94438255	0.5886919	0.6789454	0.8155023	0.63705945	0.8624537	0.596172	1.0	0.6313052	0.82042617	0.67508626	0.7408328	0.9548383	0.9234881	0.9110204	0.7028283	0.8863524	0.84473956	0.80373263	0.87363017	0.83032954	0.86843926	0.8803809	0.91058564	0.76998174	0.65191126	0.6546502	0.8485895	0.912508	0.83234453	0.893358	0.4486919	0.7320832	0.99702865	0.9035474	0.99051833	0.947009	0.8578353
meest/adj	0.75962734	0.94735044	0.8365771	0.686398	0.7050898	0.877139	0.7251488	0.7798343	0.7103445	0.9997663	0.8877189	0.77730274	0.9424379	0.8711753	0.9792649	0.7775711	0.6492551	0.8181037	0.7231582	0.59131473	0.97391874	0.8027588	0.76867026	0.6214578	0.85048676	0.9285881	0.86038357	0.72384536	0.72774327	0.78884494	0.66200924	0.76488745	0.77695346	0.86713743	0.8429338	0.96250325	0.0	0.74442	0.74514186	0.9253975	0.8042095	0.9539104	0.8044007	0.9187482	0.7351139	0.9429551	0.93006104	0.73184884	0.8504433	0.8806929	0.9381034	0.83942866	0.79518604	0.8780395	0.89291847	0.7805473	0.67478025	0.7972144	0.75323844	0.72149396	0.91098446	0.8742132	0.75832677	0.715498	0.84128106	0.9608317	0.98936546	0.81274223	0.87898517	0.5292366	0.7970028	0.7613648	0.8862709	0.92492443	0.7823701	0.876196	0.7283969	0.93963367	0.6644707	0.7866405	0.7239135	0.86011964	0.9293496	0.88680494	0.84970397	0.7392162	0.6565041	0.9903125	0.84850615	0.7662831	0.86800647	0.8639193	0.9079358	0.8531767	0.8589506	0.7670032	0.7402885	0.8327794	0.71046233	0.87240046	0.74217284	0.97524756	0.64233816	0.90359336	0.58282095	0.8714296	0.75803983	0.93982667	0.6381854	0.8834218	0.9481209	0.83456624	0.76178217	0.72354114	0.796754	0.75966346	0.95148844	0.98215955	0.75991565
moment/noun	0.87691545	0.9787455	0.9416279	0.7501737	0.8275063	0.82383627	0.8332219	0.68324226	0.7128068	1.0	0.8446168	0.87496567	0.9981289	0.9745131	0.9574899	0.77211523	0.8079796	0.90139675	0.8615973	0.7589935	0.9534277	0.8428384	0.7320256	0.7045461	0.8937659	0.9602746	0.7106654	0.9567541	0.9034189	0.8939987	0.8673651	0.8355456	0.8424172	0.8065146	0.89531505	0.83788866	0.74442	0.0	0.91304606	0.9569457	0.87483895	0.9514754	0.75345886	0.7990177	0.8441693	0.929417	0.5135577	0.7439625	0.8303466	0.9095606	0.86122555	0.90564567	0.99405557	0.9362446	0.9463614	0.8675987	0.56726485	0.8744811	0.83036995	0.65336144	0.98494595	0.88300383	0.81978345	0.8096286	0.900734	0.9688568	0.86307704	0.851072	0.6910516	0.6039232	0.95522577	0.733578	0.93320894	0.9583165	0.6976954	0.90806544	0.77207994	0.8153569	0.8359531	0.8892465	0.9670776	0.9608027	0.7026297	0.87136775	0.7912686	0.49202406	0.6063121	0.93079203	0.5354793	0.81572616	0.87365395	0.8647397	0.8006463	0.8041744	0.95285493	0.9108575	0.64846945	0.7405532	0.81286275	0.84918725	0.8580657	0.9182449	0.68091667	0.9271195	0.35077542	0.7700919	0.7870902	0.8051421	0.4832586	0.79390097	0.945613	0.75307393	0.5251235	0.76245284	0.99118257	0.9866868	0.9953164	0.9772833	0.78082865
sopraan/noun	0.75130594	0.856549	0.87290883	0.7425773	0.5332365	0.94044805	0.32037163	0.9681366	0.29913276	1.0	0.99864674	0.6118313	0.98037404	0.6196639	0.9787898	0.40487784	0.903271	0.6198418	0.2569502	0.9816838	0.9866383	0.8505027	0.5679779	0.7592732	0.9718402	0.92598677	0.544556	0.63105965	0.99515766	0.8388692	0.5119244	0.33854133	0.82486963	0.89755833	0.6388137	0.91403365	0.74514186	0.91304606	0.0	1.0	0.9235317	1.0	0.40571314	0.99967253	0.49109018	0.78410375	0.900499	0.9062964	0.9405107	0.9589828	0.8884092	0.9351795	0.9473638	0.9312271	0.98872614	0.8466329	0.74143934	0.5350731	0.9123329	0.8250711	1.0	0.7847166	0.8439593	0.40762138	0.83465075	0.974715	0.9967789	0.8290165	0.95845366	0.74579036	0.95080507	0.7541344	0.89041287	0.97686255	0.6365735	0.9658166	0.41581708	0.90300107	0.9480634	0.988344	0.960206	0.95313853	0.69372475	0.9603108	0.7705802	0.81381345	0.8720055	0.9741156	0.9639308	0.9387399	0.98722017	0.9024093	0.948658	0.88151115	0.9773585	0.87203056	0.64512163	0.7351167	0.8259654	0.72957695	0.87289596	0.8883165	0.7595272	0.75962734	0.90845823	0.72114205	0.86742014	0.74747026	0.92904997	0.99636203	0.9144761	0.83725023	0.9253529	0.38256449	0.55558705	0.97844505	0.95236593	0.97748876	0.77950585
haven/noun	0.8028015	0.9825131	0.90040565	0.9252272	0.92799044	0.93775684	0.9074528	0.99623275	0.95581144	0.9996042	0.5810926	0.97451043	0.89696944	1.0	0.7491134	0.9355368	0.92033076	0.9563371	0.9594773	0.76662284	0.99037004	0.95286936	0.7639066	0.88857263	0.90213495	0.86215526	0.97426265	0.98494	0.5481624	0.7173301	0.9999835	0.93309116	0.82410866	0.8153644	0.88341534	0.86893404	0.9253975	0.9569457	1.0	0.0	0.97550434	0.98652774	0.9878243	1.0	0.97194356	0.96706086	0.95979226	0.99988294	0.9363643	0.9669805	0.6083861	0.8379173	0.8805761	0.9970566	0.99135154	0.9016687	0.921077	0.99732894	0.99154127	0.99987406	0.98131686	0.9342064	0.6162412	0.8446575	0.94219553	0.9999567	0.8105298	0.87819713	0.9504424	0.81760377	0.80087095	0.9311388	0.99998873	0.99993503	0.9942164	0.9693012	0.85335976	0.8889606	0.7906042	0.9556473	0.98417985	0.69022775	0.99169964	0.9638822	0.8014139	0.9993126	1.0	0.95141834	0.8791991	0.85641825	0.95816875	0.9559371	0.984093	1.0	0.99689263	0.82786375	0.8009558	0.90705615	0.9767316	0.91240495	0.99008304	0.996779	0.9890865	1.0	0.95932066	0.8925675	0.9490008	0.99253666	0.9848498	0.99715865	0.98523015	0.9836719	0.9522017	0.9236039	0.99995005	0.9269527	0.9864382	0.9998815	0.8499043
gewelf/noun	0.8838639	0.9700309	0.9525944	0.89693314	0.8267872	0.8464365	0.90797323	0.97924536	0.907043	0.99978197	0.9589164	0.91856116	0.9998686	0.96709913	0.9811653	0.76395655	0.9390777	0.8943477	0.93198407	0.8705863	0.98187506	0.6468658	0.6049892	0.6839555	0.69328386	0.97924256	0.8256905	0.9578401	0.6513188	0.8197062	0.8154759	0.9536247	0.9612531	0.97428334	0.89809436	0.9521341	0.8042095	0.87483895	0.9235317	0.97550434	0.0	0.90106785	0.84359854	0.93131554	0.93647623	1.0	0.8430744	0.8308052	0.79838806	0.89095217	0.94911504	0.90195763	0.99065846	0.9923872	1.0	0.81921744	0.65583324	0.8897516	0.92098236	0.8357713	1.0	0.87082964	0.69012046	0.77145565	0.9768775	0.9347923	0.9900791	0.7597138	0.8827538	0.82940114	0.88002574	0.70899796	0.96946996	1.0	0.7442577	0.9623575	0.76573217	0.891896	0.86326647	1.0	0.9926547	0.9678046	0.8709265	0.98503053	0.5769092	0.7118577	0.9377411	0.9779585	0.91064596	0.959456	0.9323223	1.0	0.8388876	0.9257958	0.962204	0.8033333	0.71948355	0.97539634	0.86020595	0.96361274	0.75784755	0.6065355	0.9122434	0.9977865	0.80389357	0.5614902	0.8644928	0.9298072	0.93569547	0.98713934	0.9836069	0.9239663	0.9156204	0.78338903	0.89512306	0.9374517	0.9507416	0.9937759	0.92082417
heerlijkheid/noun	0.88768536	0.9921724	0.9946624	0.8823857	0.81989175	0.71462727	0.92130834	0.9820341	0.97774595	0.82210815	0.9553382	0.93489736	0.92528415	0.97759205	0.977025	0.88842714	0.9845458	0.9168566	0.99788785	0.9260452	0.9339001	0.8781726	0.98019636	0.93932444	0.7154404	0.997637	0.9325351	0.79020476	0.7464192	0.82495195	0.9704941	0.94261634	0.8885024	0.93545026	0.9679159	0.91786426	0.9539104	0.9514754	1.0	0.98652774	0.90106785	0.0	0.9706764	0.9544678	0.92499924	0.9852817	0.9592926	0.95073193	0.8454958	0.90919715	0.9816126	0.9051845	0.99034345	0.97691727	0.9775222	0.7922405	0.8361243	0.9862099	0.481099	0.9387924	0.98275054	0.9252418	0.66967535	0.9141379	0.95089984	0.982623	0.88002074	0.89660466	0.935371	0.9061346	0.8973659	0.848183	0.988611	0.9785691	0.8860742	0.9535489	0.89099497	0.94602764	0.85752344	0.75211513	0.9292753	0.8735815	0.9957343	0.89748263	0.7244835	0.8786684	0.8840742	0.9923725	0.9789997	0.9712384	0.95077795	0.97768795	0.6149908	0.7479515	0.9848523	0.8409814	0.6707623	0.97719824	0.88275933	0.9815532	0.95914066	0.97604144	0.87343264	0.96152735	0.9481252	0.6841274	0.9494166	0.93419075	0.9426736	0.8841341	0.9960581	0.948006	0.95890814	0.923033	0.95922834	0.9844411	0.9596845	0.98107946	0.84337384
melodie/noun	0.7848046	0.7838309	0.78460926	0.6054659	0.4849016	0.79162663	0.48015374	0.93616474	0.23293269	0.9999578	0.94181395	0.6142131	0.95921415	0.58864546	0.83493793	0.23764491	0.77694744	0.73455024	0.38895923	0.9445436	0.9988219	0.6591356	0.44259965	0.65684396	0.88448304	0.97516626	0.3960452	0.73101926	0.94760746	0.8837244	0.4728229	0.2913962	0.78214693	0.71871936	0.55680054	0.7437411	0.8044007	0.75345886	0.40571314	0.9878243	0.84359854	0.9706764	0.0	0.9405159	0.38693	0.7148831	0.60922414	0.7747561	0.7867166	0.8098077	0.8130577	0.9162226	0.9436754	0.90962195	0.9124999	0.808101	0.5200318	0.44380355	0.88785136	0.73142135	1.0	0.7688969	0.78943217	0.34289807	0.7506453	0.9483621	0.9861031	0.7436172	0.7989595	0.7046877	0.8548275	0.48111284	0.84413433	0.9244835	0.49012148	0.9503159	0.35674065	0.9169644	0.84462535	0.9701611	0.9729146	0.9412736	0.45750993	0.9653823	0.5914252	0.6364758	0.6780794	0.939669	0.97216654	0.95197463	0.9176241	0.8102207	0.8643387	0.7597161	0.9151231	0.7806965	0.53759515	0.84895813	0.6586247	0.71117604	0.8283898	0.90034455	0.5519991	0.7412803	0.83624184	0.6458157	0.654312	0.8204631	0.90509754	0.77795273	0.82707065	0.71357834	0.7941922	0.2561472	0.58608353	0.86501473	0.9561827	0.97515744	0.609975
zaak/noun	0.979078	1.0	0.9977035	0.9829336	0.97401494	0.96766543	0.82454795	0.9993604	0.93176186	0.9997017	0.9813383	0.95737433	0.9995704	0.93213385	0.9998563	0.8987678	0.9391579	0.98697805	0.95934504	0.84373593	0.80043745	0.97183335	0.9497038	0.7713028	0.9715093	0.8930724	0.6558152	0.9404606	0.96761584	0.9723137	1.0	0.9995662	0.92703396	0.9405553	0.99950534	0.8209039	0.9187482	0.7990177	0.99967253	1.0	0.93131554	0.9544678	0.9405159	0.0	0.94219273	0.99909574	0.6542208	0.85751253	0.9521485	0.9964635	0.9080812	0.9927768	0.8532678	0.99853987	0.7205851	0.9614344	0.7424172	0.9983449	0.99699056	0.98601764	1.0	0.76006407	0.9666908	0.87599194	0.8390893	0.81365144	0.9991371	0.7289993	0.5563296	0.823833	0.9868171	0.77205575	0.7777444	0.95405495	0.5945953	0.9968559	0.8845206	0.69361657	0.9847236	0.9324872	0.99803674	0.9674855	0.716178	0.9997786	0.8592185	0.8168278	0.97325534	0.88307124	0.99718237	0.9339793	0.9515775	0.85805047	0.83548766	0.91633993	0.69992304	0.9450436	0.7455956	0.87105465	0.96229815	0.9896585	0.9402132	0.92941946	0.94074816	0.9527766	0.99915004	0.85355157	0.99043787	0.82362676	0.73133135	0.88337266	0.99993193	0.88581175	0.79976445	0.83727074	0.9540827	0.9953247	0.84355855	0.90468395	0.9596067
klink/adj	0.81231856	0.8905851	0.718791	0.77075267	0.6103505	0.9176555	0.5182104	0.9483975	0.35023522	0.99996156	0.9361999	0.7106134	0.92546844	0.5453824	0.82145196	0.5117867	0.8529902	0.6499233	0.45722318	0.8990726	0.9849436	0.7624777	0.6365562	0.81889534	0.70655656	0.9327582	0.65924025	0.6447736	0.9429303	0.9249693	0.58312917	0.35549152	0.876975	0.8512133	0.76824033	0.7867551	0.7351139	0.8441693	0.49109018	0.97194356	0.93647623	0.92499924	0.38693	0.94219273	0.0	0.87427247	0.8093898	0.90734845	0.8641727	0.93851054	0.93353146	0.9542294	0.8503162	0.7840905	0.93460053	0.8099255	0.7304101	0.7185242	0.8196032	0.8846428	0.9850372	0.80309	0.8871411	0.53728914	0.6874362	0.93523717	0.97642195	0.71647024	0.8842936	0.72186506	0.9069953	0.7234713	0.84567624	0.980685	0.78788304	0.9486517	0.6173911	0.91376936	0.91413873	0.9470837	0.8414011	0.9356806	0.78674924	0.91017765	0.7203227	0.750897	0.633967	0.9513732	0.86395043	0.9309164	0.98489666	0.7784135	0.9077883	0.7590045	0.89876986	0.9004662	0.718302	0.84837043	0.7278122	0.7514231	0.83718485	0.7734388	0.6943953	0.85300016	0.8673891	0.7933426	0.6997124	0.92548364	0.8835427	0.87156385	0.796246	0.73273695	0.9343163	0.44798404	0.43775028	0.9425514	0.94397414	0.9767178	0.6905912
werkster/noun	0.83763164	0.93118626	0.9451391	0.64106584	0.87343395	0.893828	0.8828876	0.9180887	0.9073198	1.0	0.8684414	0.8682154	0.8852177	0.9822066	0.7602355	0.917893	0.77354777	0.9549038	0.949946	0.9176489	0.9757877	0.8595697	0.8940441	0.77363366	0.93390965	0.9712415	0.86110365	0.99083686	0.9509125	0.9526756	0.8512243	0.8641938	0.50085175	0.89259356	0.48593092	0.9508988	0.9429551	0.929417	0.78410375	0.96706086	1.0	0.9852817	0.7148831	0.99909574	0.87427247	0.0	0.97591835	0.77504325	0.9218945	0.974481	0.94502425	0.8664346	0.9316614	0.9776203	0.98556495	0.91824234	0.87263685	0.8422384	0.968527	0.85649425	0.9975017	0.8850385	0.9304074	0.85203636	0.96667784	0.9631141	0.8357035	0.88413244	0.999501	0.7397516	0.86070526	0.95450634	0.9880816	0.5901752	0.8793256	0.88204515	0.86954486	0.885908	0.92054194	0.89950037	0.9198533	0.90923357	0.76024896	0.93877876	0.9838353	0.8304115	0.81688803	0.97380173	0.9118782	0.97886425	0.7232388	0.9888967	0.9791193	0.8830974	0.98168725	0.96954733	0.86330456	0.89717364	0.8821911	0.7366488	0.96780866	0.98618835	0.7460015	0.978732	0.8619426	0.8984518	0.964293	0.97580457	0.98028827	0.9495457	0.84736234	0.70780575	0.8610084	0.8228083	0.8535607	0.5997994	0.95636374	0.7465507	0.6580372
