	juridisch/adj	verblijf_status/noun	regel/noun	alleen/adj	algemeen/adj	biljet/noun	stem/noun	dit/det	rechtbank/noun	nog/adv	onbeperkt/adj	toelating/noun	vergunning/noun	adres/noun	werk_vergunning/noun	altijd/adv	aanbieding/noun	reservatie/noun	frank/noun	identiteitsbewijs/noun	handtekening/noun	document/noun	aanbesteding/noun	die/det	licentie/noun	reis_pas/noun	vonnis/noun	eind_uitslag/noun	exploitatie_vergunning/noun	typering/noun	argument/noun	slechts/adv	euro/noun	en/vg	door/adj	verzoek/noun	ticket/noun	huur_contract/noun	uitslag/noun	boord_document/noun	kaart/noun	gezien/adj	ze/pron	voorwaarde/noun	niet/adv	wijze/noun	rijbewijs/noun	abonnement/noun	wet/noun	arbeid_vergunning/noun	tarief/noun	bon/noun	strip_kaart/noun	jaar/noun	betaal_middel/noun	enkel/adj	universeel/adj	advies/noun	trein_kaart_DIM/noun	wagen/noun	wil_beschikking/noun	stem_biljet/noun	reden/noun	lid_kaart/noun	treffer/noun	papier/noun	excuus/noun	paspoort/noun	onverminderd/adj	vervoer_bewijs/noun	poging/noun	besluit/noun	kandidatuur/noun	verzekering/noun	alternatief/noun	bouw_aanvraag/noun	gewoon/adj	verblijfsvergunning/noun	huwelijk/noun	ten/adv	verklaring/noun	bekentenis/noun	principe/noun	accoord/noun	arrangement/noun	status/noun	offerte/noun	referendum/noun	alibi/noun	conventie/noun	dagvaarding/noun	enquête/noun	lang/adj	visum/noun	uitkomst/noun	rede/noun	Habibie/name	goedkeuring/noun	bod/noun	diploma/noun	gemeente/noun	wereldwijd/adj	doelpunt/noun	overeenkomst/noun	toestemming/noun	patent/noun	goal/noun
argument/noun	0.6559864	0.90659946	0.7325688	0.7413303	0.7643192	0.87379384	0.78666824	0.8040316	0.76250356	0.8776601	0.82641536	0.79713213	0.83553064	0.860296	0.8999784	0.8083033	0.8426003	0.9517869	0.94256514	0.8672554	0.84660715	0.77951777	0.8503679	0.7404704	0.8694201	0.9166124	0.69444394	0.8954084	0.88231593	0.81485105	0.0	0.8688407	0.9327833	0.7887619	0.88078415	0.7004677	0.9415404	0.8666267	0.8448729	0.9380139	0.8871072	0.6905633	0.8233737	0.7328432	0.78557265	0.7323312	0.9084577	0.8862166	0.7151896	0.90439725	0.8365944	0.86735237	0.9100767	0.95406145	0.87642795	0.7508284	0.7400764	0.7034741	0.92665946	0.95281243	0.8875991	0.8630628	0.6465215	0.9298363	0.9079058	0.85950965	0.70738894	0.8701365	0.8282176	0.9138699	0.8178153	0.67880464	0.7657149	0.83981925	0.7137223	0.88867396	0.87107295	0.867815	0.8822603	0.7899051	0.6682942	0.77934533	0.6607231	0.7874608	0.87747264	0.7918738	0.86244357	0.74279183	0.7385235	0.741	0.817189	0.83793163	0.9083361	0.8613731	0.7526146	0.71478045	0.83720374	0.7905947	0.8418126	0.87088823	0.8602243	0.85006654	0.9097071	0.7916786	0.8219729	0.8026498	0.90138865
slechts/adv	0.8466215	0.8714305	0.8634094	0.6615915	0.83527195	0.79368234	0.8085403	0.79074365	0.9074733	0.6880045	0.7879139	0.82768315	0.84248984	0.8721541	0.8477298	0.8393802	0.84964156	0.9052999	0.7673563	0.8794335	0.8620532	0.8383122	0.84991693	0.73982126	0.8208405	0.8978974	0.88102293	0.84871805	0.89293265	0.89540607	0.8688407	0.0	0.75544965	0.82508075	0.85922116	0.8601573	0.8266827	0.8693549	0.8342743	0.9146481	0.8235279	0.85805243	0.84098226	0.8398895	0.8089869	0.85627216	0.8419497	0.7962291	0.8643813	0.86864585	0.80391175	0.83124095	0.885723	0.79572004	0.8653846	0.6330408	0.86183006	0.897274	0.85656315	0.89012975	0.9198622	0.83177125	0.9026236	0.8819128	0.8098063	0.8297549	0.84983844	0.8609022	0.8661554	0.8749076	0.88973504	0.88821656	0.86188716	0.83597994	0.86055696	0.887936	0.87337804	0.828068	0.88582957	0.7182675	0.84475845	0.87741363	0.81653637	0.8533505	0.8620366	0.81066644	0.8376756	0.86290157	0.8547978	0.86579657	0.88744587	0.8464898	0.8058896	0.8536841	0.84657836	0.833876	0.8702046	0.87472624	0.8554524	0.8455516	0.8403801	0.8045485	0.7981189	0.8451509	0.8671729	0.8627701	0.7938613
euro/noun	0.93064666	0.9357347	0.93635005	0.89314455	0.9036398	0.72768223	0.932776	0.85232437	0.9048206	0.9110392	0.8150565	0.913431	0.8635187	0.8746767	0.91198087	0.9679017	0.8677813	0.82435125	0.15513462	0.8866626	0.8650754	0.89386714	0.84541327	0.8814817	0.78688604	0.8838179	0.9354033	0.92591494	0.935549	0.9670899	0.9327833	0.75544965	0.0	0.88442403	0.93267596	0.90650713	0.6881039	0.8861482	0.9455338	0.94009584	0.79229766	0.93080896	0.91592276	0.8203184	0.94700366	0.9454906	0.8738045	0.67756456	0.9327776	0.9260662	0.71591485	0.7991771	0.823257	0.7421323	0.8153844	0.8356313	0.9497051	0.9114572	0.77049893	0.9175187	0.96044123	0.8877259	0.954309	0.82198477	0.93165815	0.8826015	0.9301702	0.8797391	0.915226	0.86088145	0.9656381	0.9308873	0.9391174	0.7260915	0.92033434	0.91903454	0.900741	0.8927192	0.9559085	0.81968045	0.9372603	0.95533305	0.89516157	0.9033546	0.87607276	0.92196894	0.83893275	0.91604686	0.92898655	0.9575254	0.91190237	0.93723595	0.9549594	0.88068146	0.94799715	0.9300732	0.94121355	0.88457423	0.8001058	0.8978956	0.7375447	0.78125954	0.94129604	0.91027343	0.91799283	0.92915154	0.9383894
en/vg	0.7829	0.92260796	0.79789555	0.6931907	0.7897719	0.7868337	0.7444124	0.8843992	0.8996588	0.87034607	0.7009201	0.7774145	0.8200532	0.81031877	0.872967	0.7003231	0.768	0.87719756	0.86598074	0.83091944	0.8359794	0.7722744	0.8275999	0.7086248	0.84437937	0.90325356	0.8809406	0.9314418	0.91703516	0.77818626	0.7887619	0.82508075	0.88442403	0.0	0.62163043	0.8451873	0.8737943	0.879501	0.9150704	0.8819341	0.8168853	0.7351293	0.6519939	0.8270438	0.8721253	0.6579646	0.8534056	0.824503	0.80323696	0.9253928	0.8254607	0.76683605	0.874593	0.89479166	0.83722335	0.6670432	0.6582761	0.8116722	0.86575806	0.75821376	0.9129701	0.8493916	0.8617629	0.89831936	0.8943109	0.72282755	0.8254379	0.8000069	0.72968674	0.8965009	0.77645665	0.88320833	0.8594919	0.7574049	0.76270753	0.88385135	0.6748259	0.85561	0.797733	0.8030515	0.8409691	0.8074574	0.7515716	0.85764104	0.67061216	0.7815472	0.8406352	0.89096797	0.77306056	0.78123087	0.88397455	0.8588823	0.80776054	0.843222	0.84364223	0.74742615	0.87606364	0.86744714	0.90742975	0.76495886	0.7831874	0.7300476	0.8993369	0.8617141	0.81566226	0.79510725	0.90076894
door/adj	0.87594163	0.9465738	0.8988902	0.8015373	0.87820554	0.8639562	0.87396634	0.8551436	0.94761074	0.8668132	0.80861396	0.8673633	0.902727	0.9008115	0.9192638	0.74571025	0.8286524	0.8989933	0.9248561	0.93402386	0.89759266	0.869564	0.9051943	0.80073524	0.89051425	0.9451876	0.91287714	0.95860445	0.94412917	0.8425647	0.88078415	0.85922116	0.93267596	0.62163043	0.0	0.9017112	0.88425446	0.9300455	0.90044916	0.9450484	0.8876718	0.85583687	0.7704338	0.9144693	0.86595905	0.7921455	0.92819995	0.8948883	0.90579355	0.950237	0.9034439	0.86904705	0.92243695	0.89340097	0.89746374	0.79759824	0.81596506	0.91075516	0.9132625	0.87941897	0.94170505	0.8917936	0.91254467	0.93030053	0.90025705	0.83622634	0.88565433	0.9006041	0.82909286	0.92841464	0.8943761	0.91481054	0.8917111	0.87755746	0.86522824	0.93702364	0.7847666	0.90663034	0.8807469	0.86493075	0.8987752	0.87596726	0.85764664	0.9195035	0.790817	0.84839135	0.9092949	0.91437584	0.86395025	0.88161474	0.9231344	0.90469474	0.8225025	0.8867868	0.8891734	0.8422334	0.924967	0.91368926	0.9219496	0.8929682	0.89484185	0.84344834	0.91814184	0.9284124	0.8957736	0.88398504	0.90537244
verzoek/noun	0.6877079	0.8504502	0.7873591	0.81737196	0.8428308	0.8495351	0.887198	0.8730867	0.6405134	0.89493906	0.83829606	0.66848665	0.7362025	0.7933651	0.77533066	0.8971513	0.77180386	0.8945486	0.894257	0.8344513	0.76197064	0.6740255	0.81818414	0.8193299	0.78868383	0.8631017	0.6331935	0.916658	0.84224355	0.89401877	0.7004677	0.8601573	0.90650713	0.8451873	0.9017112	0.0	0.8939136	0.80511916	0.85678434	0.9327546	0.8767007	0.90150136	0.80564153	0.6404662	0.8585115	0.8333219	0.84957623	0.852864	0.7045396	0.83290684	0.8430528	0.8584216	0.92732286	0.9177711	0.8849914	0.74999756	0.87861663	0.59980905	0.9199564	0.94833356	0.7975346	0.8164773	0.80041635	0.8847696	0.94891703	0.84632814	0.7923535	0.7713371	0.8772735	0.90300137	0.8262909	0.59833694	0.66450405	0.7943816	0.8545019	0.7420376	0.8983532	0.74798447	0.8433339	0.81939304	0.69868207	0.7810885	0.7700631	0.6902003	0.89457864	0.8328023	0.75630957	0.76602817	0.8351906	0.77358246	0.67765635	0.7890025	0.92449224	0.73855996	0.8055536	0.77848303	0.82318074	0.6670637	0.7220249	0.89707947	0.7498447	0.90688145	0.9495296	0.73474884	0.58186024	0.84799695	0.94283444
ticket/noun	0.90265065	0.88595897	0.93398947	0.8564793	0.9316941	0.67321897	0.9092425	0.91587365	0.954337	0.88640875	0.79938245	0.8669839	0.773367	0.7610639	0.82169366	0.9137641	0.783545	0.67102367	0.64793813	0.83643985	0.80918473	0.8089024	0.8573789	0.8654788	0.6854434	0.7904016	0.94652396	0.9020002	0.8823618	0.94829255	0.9415404	0.8266827	0.6881039	0.8737943	0.88425446	0.8939136	0.0	0.8705114	0.86261714	0.9089806	0.57054013	0.93514806	0.85938084	0.8745289	0.91330767	0.931948	0.8197504	0.509418	0.9460446	0.8675381	0.7936232	0.7299292	0.71720326	0.9015107	0.8712948	0.79660624	0.92669255	0.90134025	0.65947855	0.88089734	0.9526119	0.82527554	0.94658166	0.7443814	0.8930472	0.8117269	0.90165305	0.7560618	0.9227209	0.69865274	0.952232	0.9470079	0.8713465	0.79255986	0.89007366	0.9196231	0.8537041	0.80079734	0.9351624	0.90809375	0.9405036	0.93871146	0.89020026	0.9167346	0.78951013	0.86248535	0.8194512	0.9227053	0.8909765	0.92295516	0.8793909	0.9149578	0.9111657	0.73692894	0.9338953	0.9253193	0.92268586	0.9116801	0.8939172	0.83052593	0.8427626	0.8546292	0.88873017	0.91236675	0.8871087	0.8468256	0.8803151
huur_contract/noun	0.81245536	0.84250104	0.7779503	0.85200214	0.87204736	0.8552929	0.94680005	0.8560861	0.8815668	0.8646917	0.8476442	0.7881892	0.6850714	0.8246676	0.80437005	0.9324999	0.8558798	0.91274893	0.8769581	0.84639686	0.8198968	0.78451586	0.8115617	0.8273603	0.8005059	0.84491503	0.80392814	0.9060556	0.7676118	0.9163944	0.8666267	0.8693549	0.8861482	0.879501	0.9300455	0.80511916	0.8705114	0.0	0.91311574	0.8907581	0.881476	0.9048039	0.8856393	0.74188054	0.8850007	0.88420284	0.83381367	0.75614893	0.77101254	0.83151686	0.783026	0.86475384	0.8768619	0.8828816	0.87612075	0.8161277	0.9068942	0.8437998	0.8531898	0.92142886	0.85764074	0.8849422	0.8960142	0.8589404	0.9343777	0.83519673	0.8822544	0.81416833	0.90061456	0.8560822	0.94965744	0.8225697	0.85824084	0.74246323	0.8697122	0.8036696	0.90430737	0.7671541	0.8514247	0.87797976	0.82832134	0.8891652	0.834196	0.7147155	0.88217837	0.8578126	0.8219688	0.8428682	0.8883578	0.80411285	0.83792865	0.89786506	0.9270898	0.806713	0.88937134	0.8715362	0.8951933	0.8106259	0.8375483	0.8768788	0.7469039	0.918505	0.9361876	0.5620326	0.808064	0.83315897	0.92787683
uitslag/noun	0.8641286	0.89449465	0.88677126	0.8629806	0.8491826	0.88613373	0.8087321	0.8147105	0.884711	0.8446965	0.9221422	0.87570465	0.8822775	0.87877285	0.90867007	0.86834544	0.895025	0.9261471	0.958746	0.9295264	0.8916075	0.8536484	0.8829319	0.810169	0.8744944	0.9401118	0.72325623	0.5954546	0.9313582	0.8935845	0.8448729	0.8342743	0.9455338	0.9150704	0.90044916	0.85678434	0.86261714	0.91311574	0.0	0.95964307	0.89359176	0.8790446	0.87454563	0.89752185	0.82134724	0.8359125	0.91035295	0.91507983	0.87169075	0.9235033	0.8804571	0.8974048	0.95973146	0.90483123	0.92671406	0.8474134	0.90456235	0.84076226	0.9470301	0.95959294	0.89121306	0.80134475	0.87703043	0.9515366	0.82934403	0.907124	0.8685961	0.9101195	0.9093555	0.9245671	0.91448	0.7151151	0.784837	0.93060446	0.92799246	0.85681146	0.92005336	0.8872381	0.9119173	0.85473186	0.8213608	0.8520198	0.8785995	0.8407572	0.89865977	0.84398615	0.87920046	0.7819905	0.890329	0.87833273	0.8511664	0.8139903	0.887665	0.9059971	0.53643024	0.84105945	0.8557499	0.841607	0.84287435	0.89605916	0.92432356	0.90866965	0.83633107	0.8443013	0.9152457	0.8853862	0.844424
boord_document/noun	0.9301287	0.91684717	0.9459781	0.9031215	0.9526266	0.8331002	0.9591317	0.9637937	0.9281814	0.89965624	0.9072085	0.911137	0.85839516	0.8471051	0.8666825	0.916428	0.90997225	0.9219352	0.9045014	0.757858	0.85761964	0.76217556	0.9370481	0.894511	0.8805523	0.8125027	0.9288553	0.946248	0.90551823	0.94615006	0.9380139	0.9146481	0.94009584	0.8819341	0.9450484	0.9327546	0.9089806	0.8907581	0.95964307	0.0	0.9105906	0.94892734	0.8405148	0.96299994	0.9202586	0.9504507	0.6957002	0.89914745	0.94020766	0.85454524	0.9528003	0.84870756	0.8753069	0.96379304	0.93703526	0.8610661	0.95521647	0.9285938	0.8803585	0.640885	0.9387534	0.890985	0.9388755	0.88051057	0.9586617	0.78582627	0.9210516	0.7345298	0.93844664	0.7856551	0.8999496	0.9510424	0.95118505	0.8526598	0.9366581	0.9414392	0.9045046	0.8628359	0.9520074	0.93818724	0.91436887	0.8908537	0.9611933	0.9400913	0.92099285	0.9559021	0.8968016	0.92253184	0.905046	0.9519865	0.86967313	0.9407471	0.9484527	0.83319616	0.95739615	0.907481	0.95224935	0.9336549	0.9426257	0.89298266	0.9164006	0.9470297	0.94659513	0.927703	0.9245081	0.9272128	0.9571256
kaart/noun	0.903951	0.90744245	0.9026624	0.8477831	0.94148344	0.66125643	0.91470057	0.91620296	0.9282702	0.8941002	0.83754873	0.9034044	0.8190536	0.7423916	0.86781025	0.91223097	0.818949	0.7847	0.7714479	0.81932694	0.78034204	0.75807416	0.9018831	0.8542954	0.7906148	0.8275944	0.90911853	0.9015913	0.8952285	0.92384326	0.8871072	0.8235279	0.79229766	0.8168853	0.8876718	0.8767007	0.57054013	0.881476	0.89359176	0.9105906	0.0	0.88840294	0.8400397	0.91158134	0.88869137	0.88760656	0.8363191	0.6846298	0.9205031	0.8659084	0.8857841	0.7257998	0.7770782	0.9355398	0.8805315	0.7832313	0.9208526	0.8966061	0.78607666	0.8884635	0.9424983	0.77999806	0.9215849	0.7894138	0.8334233	0.7242885	0.89829373	0.7526618	0.9188777	0.8032218	0.9287797	0.9240847	0.9190988	0.859237	0.8872985	0.90386075	0.8380985	0.8589253	0.9544448	0.90763986	0.90568805	0.906552	0.8938633	0.92454493	0.8176267	0.91246194	0.8529326	0.93014824	0.87821126	0.92678005	0.8407545	0.8984696	0.9249413	0.8000407	0.93710196	0.9172307	0.9471184	0.9155507	0.92753416	0.8595553	0.88910854	0.87062234	0.7639517	0.91543764	0.9136238	0.8682826	0.79529417
gezien/adj	0.74028116	0.93696684	0.8153356	0.73227245	0.8487755	0.8881843	0.86912036	0.78314066	0.91604716	0.841755	0.8358743	0.8335543	0.8922578	0.8960326	0.9171839	0.7899138	0.86697	0.91870743	0.938044	0.91023594	0.9069811	0.8497889	0.87051415	0.7655989	0.8833945	0.92574024	0.8807748	0.89761174	0.93575543	0.85500425	0.6905633	0.85805243	0.93080896	0.7351293	0.85583687	0.90150136	0.93514806	0.9048039	0.8790446	0.94892734	0.88840294	0.0	0.85071427	0.8027038	0.7809828	0.73034483	0.9252447	0.8989946	0.8699875	0.9414022	0.872835	0.8864582	0.93829113	0.9050173	0.8746264	0.7826216	0.79362035	0.8183318	0.92320424	0.94044083	0.92605644	0.900424	0.6947076	0.95449877	0.9229393	0.86378324	0.86057425	0.902159	0.8334812	0.94677377	0.88495517	0.8335125	0.8755424	0.84351975	0.79040015	0.90251166	0.81421566	0.90276045	0.86669874	0.88132703	0.825474	0.8822833	0.7543797	0.86863995	0.83810276	0.79116154	0.8857222	0.87704736	0.8513897	0.8072928	0.9065308	0.90013725	0.900094	0.9013309	0.8077827	0.7938177	0.89298517	0.86268544	0.90549964	0.8538549	0.89162076	0.82900876	0.925918	0.84673804	0.8953589	0.8260081	0.9062355
ze/pron	0.85968304	0.8963614	0.8454194	0.6596972	0.9097103	0.75516874	0.80562747	0.8443393	0.8669661	0.7290368	0.789233	0.8473338	0.8590815	0.7885377	0.8637614	0.5739977	0.80943096	0.9087158	0.90875715	0.8241745	0.7951791	0.77748823	0.87954617	0.6427799	0.85606635	0.8894113	0.8272382	0.8933767	0.9207471	0.8277906	0.8233737	0.84098226	0.91592276	0.6519939	0.7704338	0.80564153	0.85938084	0.8856393	0.87454563	0.8405148	0.8400397	0.85071427	0.0	0.8571991	0.55699575	0.7386389	0.81422687	0.8549826	0.85297894	0.8986508	0.89466226	0.78149694	0.85507923	0.8552698	0.89938474	0.68361986	0.8176574	0.8539095	0.85482675	0.75162953	0.89182925	0.7914601	0.83037424	0.8706803	0.89915514	0.74132	0.8037909	0.76385325	0.86491305	0.8541307	0.8287905	0.8485374	0.8409018	0.8498069	0.8605664	0.894967	0.55327207	0.8197632	0.8316567	0.77452075	0.84092695	0.7961258	0.8013875	0.9017987	0.8307044	0.86267155	0.84051967	0.88958925	0.79102045	0.83906084	0.79366034	0.8804282	0.75158376	0.8124292	0.83919525	0.76422143	0.8201282	0.8965359	0.8856673	0.81183904	0.8212208	0.87954324	0.91801935	0.89290947	0.8476852	0.8592418	0.884605
voorwaarde/noun	0.68816006	0.8282225	0.5598265	0.75497663	0.7682621	0.8620525	0.90709215	0.849502	0.80474734	0.88025624	0.7412056	0.6811428	0.6398997	0.8633194	0.7829415	0.8862311	0.8449193	0.91921985	0.84349215	0.8561652	0.8368353	0.7942411	0.72880435	0.7671138	0.7184329	0.8679146	0.7884882	0.9001658	0.74286634	0.9035929	0.7328432	0.8398895	0.8203184	0.8270438	0.9144693	0.6404662	0.8745289	0.74188054	0.89752185	0.96299994	0.91158134	0.8027038	0.8571991	0.0	0.8077069	0.77695775	0.82730675	0.81098914	0.5838177	0.8272788	0.67474854	0.89409095	0.9106021	0.88227975	0.84899384	0.72495127	0.81482625	0.6989876	0.8739644	0.9453979	0.8113004	0.8797362	0.7818503	0.90204364	0.9487287	0.87044644	0.8736279	0.82040983	0.832728	0.8839818	0.88293695	0.70318055	0.79802763	0.6753855	0.7626187	0.7752279	0.91859144	0.7388304	0.85010666	0.8013134	0.81850386	0.8674469	0.6063593	0.62878996	0.86294496	0.788073	0.76445067	0.7304611	0.8666884	0.74025404	0.821914	0.88709676	0.91902465	0.7931566	0.8105968	0.81760085	0.84919226	0.6526427	0.7830988	0.8527598	0.67555	0.8349582	0.95666224	0.6436363	0.6988435	0.80092305	0.9554142
niet/adv	0.82220966	0.88838637	0.7849409	0.61545116	0.8786782	0.857203	0.8888442	0.7701963	0.87928385	0.68497896	0.84620595	0.86671525	0.8619053	0.8677024	0.8823835	0.6330106	0.8600766	0.9139485	0.9555782	0.87977827	0.9001955	0.8622744	0.86719376	0.6641546	0.86892676	0.8937256	0.82021856	0.8419101	0.8949279	0.8408737	0.78557265	0.8089869	0.94700366	0.8721253	0.86595905	0.8585115	0.91330767	0.8850007	0.82134724	0.9202586	0.88869137	0.7809828	0.55699575	0.8077069	0.0	0.7926123	0.8982049	0.8918345	0.8105393	0.9014	0.8648759	0.8761892	0.9044658	0.9370488	0.8933345	0.699949	0.8322897	0.87611777	0.90861046	0.9111245	0.8951322	0.8705944	0.80310994	0.9221474	0.9085953	0.8413936	0.8266275	0.8819494	0.8783076	0.8907379	0.87052894	0.8168975	0.8571277	0.85521555	0.8297306	0.8974175	0.68453395	0.8446056	0.89086425	0.7660447	0.8392446	0.8521577	0.727952	0.8706254	0.88854873	0.8646809	0.863944	0.87377083	0.8358399	0.8401062	0.8398764	0.88931036	0.84792423	0.8642751	0.7796287	0.8100306	0.85754395	0.89411175	0.87043375	0.8712162	0.88363725	0.91686726	0.9065864	0.845266	0.9010112	0.871554	0.88937676
wijze/noun	0.78495526	0.89938277	0.735965	0.7349599	0.8352623	0.8559031	0.80474734	0.7818128	0.87394786	0.8937646	0.83056986	0.8338791	0.86104053	0.860888	0.9015037	0.7603774	0.82828903	0.9638458	0.94789594	0.8869846	0.8916722	0.7782044	0.8330725	0.7428966	0.8723748	0.9394676	0.7966287	0.903229	0.935657	0.7711045	0.7323312	0.85627216	0.9454906	0.6579646	0.7921455	0.8333219	0.931948	0.88420284	0.8359125	0.9504507	0.88760656	0.73034483	0.7386389	0.77695775	0.7926123	0.0	0.91305953	0.89477265	0.78718936	0.93975735	0.83490247	0.8775127	0.920649	0.9119674	0.8672085	0.73887277	0.7058328	0.833255	0.9352969	0.9089575	0.8941761	0.8394927	0.8268774	0.948725	0.8465962	0.83912665	0.8098556	0.87419474	0.81648713	0.9301777	0.76778835	0.78645384	0.833179	0.86507386	0.7283535	0.8839367	0.85379153	0.8680473	0.82843417	0.7777953	0.77682877	0.7664382	0.7281203	0.86108756	0.7204871	0.76457983	0.8540473	0.8661732	0.81311333	0.7730199	0.86963403	0.81924844	0.91184473	0.8701253	0.74440527	0.7370167	0.8662146	0.8772353	0.865494	0.8675894	0.8434396	0.8239763	0.8837684	0.8384014	0.87918496	0.81251603	0.8809337
rijbewijs/noun	0.8811895	0.8347614	0.8691517	0.8771845	0.9095001	0.7783337	0.9279321	0.94359905	0.84248805	0.909457	0.816296	0.8023194	0.67130965	0.8550141	0.67785466	0.93255097	0.89055675	0.9196351	0.8886027	0.6837523	0.78618366	0.7600999	0.88639736	0.86113125	0.705517	0.7022075	0.87275124	0.9134495	0.76824653	0.9573852	0.9084577	0.8419497	0.8738045	0.8534056	0.92819995	0.84957623	0.8197504	0.83381367	0.91035295	0.6957002	0.8363191	0.9252447	0.81422687	0.82730675	0.8982049	0.91305953	0.0	0.7797891	0.85619783	0.70264107	0.8723104	0.71478254	0.8447518	0.9016792	0.8825397	0.81006384	0.9289026	0.8675829	0.8287068	0.6672299	0.9218767	0.8414857	0.9168081	0.7911396	0.9480525	0.7700818	0.89462924	0.57565635	0.9138858	0.74917114	0.9259508	0.88541853	0.88815475	0.7582379	0.8973399	0.8802645	0.8847722	0.6586237	0.9181919	0.8855087	0.8504644	0.8469141	0.8801937	0.87141025	0.91885936	0.87949806	0.8656523	0.87895435	0.8637035	0.9184419	0.8356974	0.9075034	0.92589545	0.6553139	0.91526484	0.88539404	0.91379315	0.85669917	0.8973516	0.762227	0.8598859	0.9252767	0.9404685	0.88443017	0.87133324	0.85269904	0.94070256
abonnement/noun	0.8592652	0.8793527	0.87073016	0.8111227	0.87177706	0.70040166	0.89790744	0.870119	0.9262766	0.8787663	0.6977313	0.8326007	0.7383249	0.7594955	0.8090592	0.89363617	0.7125366	0.7235158	0.66697764	0.8419773	0.8317339	0.80182445	0.800836	0.8207706	0.6985836	0.77512175	0.91965795	0.9183076	0.84260476	0.9300573	0.8862166	0.7962291	0.67756456	0.824503	0.8948883	0.852864	0.509418	0.75614893	0.91507983	0.89914745	0.6846298	0.8989946	0.8549826	0.81098914	0.8918345	0.89477265	0.7797891	0.0	0.8864345	0.83098596	0.6338137	0.7273003	0.67680955	0.8465733	0.79116666	0.77061296	0.88296956	0.8445179	0.6681789	0.8779473	0.93089026	0.83580273	0.91473734	0.6995045	0.94380677	0.81349254	0.8888138	0.7564079	0.89570445	0.70068145	0.94054705	0.90746355	0.88461685	0.6551403	0.80933505	0.8747449	0.80443144	0.78057957	0.89447343	0.85881793	0.9093898	0.91367114	0.8238719	0.8550333	0.77512914	0.8565136	0.75790197	0.87366825	0.88039005	0.8868821	0.88686156	0.8552772	0.91351753	0.76662153	0.8956094	0.87598145	0.9226915	0.86760116	0.846794	0.8444717	0.7663418	0.7799727	0.9302532	0.79406875	0.8654301	0.80450207	0.92132795
wet/noun	0.6392649	0.8483813	0.33926076	0.7562196	0.69937074	0.86642444	0.8839728	0.81192625	0.72938454	0.9072707	0.78029996	0.7306902	0.6722405	0.9019598	0.81715816	0.8746776	0.890395	0.9365829	0.94721967	0.8213153	0.8363856	0.788504	0.7530987	0.7345524	0.82201624	0.88603455	0.64476603	0.8738731	0.82629246	0.89271086	0.7151896	0.8643813	0.9327776	0.80323696	0.90579355	0.7045396	0.9460446	0.77101254	0.87169075	0.94020766	0.9205031	0.8699875	0.85297894	0.5838177	0.8105393	0.78718936	0.85619783	0.8864345	0.0	0.87926924	0.7205696	0.9063078	0.88947415	0.90740675	0.84516853	0.74146795	0.7103735	0.73264706	0.90620756	0.94744855	0.7845291	0.83728385	0.83686835	0.8990034	0.9277372	0.8758006	0.84750766	0.81837535	0.8037896	0.8902875	0.84962654	0.6153686	0.811787	0.78074205	0.848181	0.79079294	0.90244037	0.77812606	0.78955245	0.7877042	0.7880255	0.84512967	0.54324734	0.6283772	0.87574404	0.77838534	0.83859485	0.6620501	0.85186374	0.5621953	0.8097237	0.85918844	0.9276078	0.8147936	0.8125851	0.7841993	0.8349809	0.6859444	0.8478165	0.88097835	0.756264	0.85469615	0.92966914	0.67839134	0.7547356	0.77383024	0.94121134
arbeid_vergunning/noun	0.8470361	0.74398077	0.88686323	0.87975466	0.92718244	0.86307967	0.93451834	0.91728693	0.87354904	0.88848925	0.8307564	0.77198195	0.65293324	0.8744582	0.5424981	0.9258593	0.8790326	0.9301791	0.92993003	0.7285739	0.8564542	0.79862237	0.8758766	0.88752306	0.67510223	0.73130476	0.87122476	0.93038636	0.7091224	0.96385145	0.90439725	0.86864585	0.9260662	0.9253928	0.950237	0.83290684	0.8675381	0.83151686	0.9235033	0.85454524	0.8659084	0.9414022	0.8986508	0.8272788	0.9014	0.93975735	0.70264107	0.83098596	0.87926924	0.0	0.90751296	0.8757804	0.91002667	0.9033395	0.92927724	0.86148953	0.9393866	0.8390489	0.8873374	0.94074464	0.90386367	0.8957025	0.9165359	0.84119236	0.9508805	0.8226104	0.908351	0.6803732	0.93397474	0.82955605	0.9456549	0.8982917	0.89040637	0.81243145	0.9369342	0.84487545	0.9359599	0.59990346	0.92339313	0.9001187	0.88379854	0.9082053	0.8821458	0.8561708	0.93536174	0.85849416	0.869718	0.8936608	0.8665657	0.93675435	0.8531097	0.9328706	0.9441261	0.63476574	0.91740406	0.9091165	0.9416311	0.83600163	0.8960664	0.8125089	0.8582202	0.92362905	0.9415275	0.86900747	0.82409656	0.8379163	0.9389181
