	KLM/name	been/noun	immers/adv	langzaam/adj	alsof/comp	mag/verb	inmiddels/adv	zoals/comp	dan/adv	per/prep	Litmanen/name	hoofd/noun	regering/noun	hoog/adj	in/verb	vorder_terug/verb	accijns/noun	loon_belasting/noun	belasting_dienst/noun	teatraal/adj	nergens/adv	verzekeraar/noun	hand/noun	ministerie/noun	ook/adv	Lanaken/name	sanctie/noun	te/prep	tegelijk/adj	handpalm/noun	om/comp	belasting/noun	louter/adj	Camiel/name	premie/noun	frank/noun	heffing/noun	echter/adv	boete/noun	stad/noun	die/det	zij/pron	nu/adv	arm/adj	Informatie/name	glas/noun	hierover/pp	land/noun	daarna/adv	voortaan/adv	en/vg	entree/noun	vinger_DIM/noun	sinds/prep	LPF_minister/noun	hulpeloos/adj	maandag_avond/noun	feestganger/noun	anno/prep	ze/pron	Canada/name	toegang/noun	alvast/adv	rente/noun	voorheffing/noun	bovendien/adv	Henk/name	heer/noun	als/comp	opcentiemen/noun	omdat/comp	tarief/noun	toch/adv	zondag_middag/noun	energie/prefix	het/det	vertwijfeld/adj	Francis/name	lach/adj	netjes/adj	instantie/noun	men/pron	lidstaat/noun	procent/noun	Griek/noun	onroerend_zaak_belasting/noun	verontschuldig/adj	op/prep	beeld_DIM/noun	vinger/noun	ter/prep	boven/prep	over/prep	provincie/noun	terwijl/comp	glas_DIM/noun	dankbaar/adj	inkomst_belasting/noun	toeslag/noun	statie_geld/noun	opslag/noun	meer/adj	staat/noun	toegang_prijs/noun	arm/noun	hij/pron	bovenop/prep	successie_recht/noun	hak/noun	invoer_recht/noun	even/adj	keer/noun	overheid/noun	wanneer/comp	triomfantelijk/adj	tol/noun	fiscus/noun	laag/adj	percentage/noun	administratie/noun	aanvankelijk/adj	taksen/noun	vanaf/prep	hoopvol/adj	zonder/comp	gemeente/noun	eventueel/adj	toelage/noun	dwingend/adj	college_geld/noun	milieu_belasting/noun	taks/noun	of/vg
opslag/noun	0.9184888	0.88725394	0.7408526	0.8387599	0.9090894	0.8291758	0.8436726	0.7707295	0.8867981	0.55277264	0.93624	0.9128276	0.7092764	0.66784763	0.67441064	0.828022	0.6522488	0.77967113	0.8170889	0.90672535	0.76153314	0.73873556	0.9046314	0.89829874	0.82689935	0.91425586	0.8681566	0.79866195	0.907746	0.9482179	0.7502308	0.67442846	0.8870847	0.9942543	0.603146	0.6856286	0.6280789	0.8107861	0.70749724	0.9027892	0.76513183	0.80094457	0.8901217	0.7402041	0.9440365	0.77470577	0.8461641	0.8674828	0.8076515	0.71648437	0.7224463	0.86829984	0.9441593	0.7614704	0.94818616	0.70758533	0.9622473	0.8439474	0.920024	0.8566787	0.9314543	0.8568009	0.910216	0.696375	0.77975553	0.7326145	0.9911189	0.95995826	0.9039814	0.77462316	0.78334635	0.7226471	0.95140195	0.9425502	0.7365639	0.80321604	0.84537745	0.9873402	0.9443485	0.81641954	0.86521864	0.84669894	0.7987649	0.5968313	0.64456373	0.73398185	0.83570385	0.68744636	0.96091473	0.92315686	0.76890033	0.69629174	0.9101603	0.7694855	0.70256793	0.8841778	0.9250231	0.69911826	0.6311035	0.52188087	0.0	0.7773261	0.88966256	0.799936	0.8567244	0.8778308	0.6275833	0.72909755	0.91320586	0.6863313	0.8800635	0.7390887	0.7233963	0.89230037	0.9109342	0.7855852	0.7873231	0.607034	0.6460874	0.7479255	0.8833591	0.69816864	0.7842003	0.9427448	0.827604	0.8204745	0.8026212	0.70981455	0.88701886	0.81407905	0.76523924	0.5538745	0.7063153
meer/adj	0.87985975	0.92382026	0.66956645	0.89909613	0.80430627	0.7018821	0.91566604	0.69573057	0.7224506	0.5925381	0.9397075	0.915205	0.6315233	0.7458265	0.67367774	0.7309502	0.6195569	0.8352573	0.86086583	0.80929875	0.71386635	0.8411098	0.9196648	0.9077201	0.7234893	0.91915274	0.88259304	0.7893356	0.8198643	0.9545422	0.61854726	0.6161797	0.55647564	0.99095047	0.7349787	0.5849441	0.6356522	0.7277805	0.65842247	0.6797751	0.63392913	0.71720135	0.79765886	0.8756935	0.9116928	0.8219892	0.8067906	0.82463574	0.9102237	0.6206432	0.7758448	0.8618723	0.84040236	0.9701136	0.9252203	0.9425513	0.89646864	0.9031806	0.87522894	0.82582927	0.9554924	0.70873475	0.857535	0.7661141	0.6949079	0.7087073	0.9924973	0.9257265	0.7490506	0.63287854	0.6835495	0.67343986	0.7356527	0.921286	0.9058292	0.94412124	0.93961674	0.9674452	0.88510215	0.7233096	0.83840466	0.5887439	0.74120975	0.72329825	0.9381705	0.8733079	0.97495	0.7457893	0.9113216	0.8948845	0.80433756	0.7919804	0.8556349	0.69320107	0.7519991	0.8670199	0.9001924	0.75741684	0.7798571	0.78280336	0.7773261	0.0	0.81839997	0.7635703	0.9290396	0.8844951	0.67491233	0.66690284	0.9458363	0.6776565	0.89403427	0.7346312	0.6483089	0.79873604	0.9805201	0.72635055	0.78157437	0.7399435	0.7583404	0.77285767	0.7473914	0.7492659	0.6654799	0.8425644	0.7150389	0.6243097	0.7927158	0.62106985	0.7917536	0.86165756	0.6724465	0.65848327	0.56700623
staat/noun	0.9658181	0.89639807	0.5716429	0.97907996	0.85065913	0.8043802	0.9508501	0.7174861	0.67940426	0.78457564	0.98395807	0.9322498	0.657782	0.7097471	0.5399485	0.50165474	0.564874	0.6792917	0.41734487	0.90248275	0.82017326	0.65435195	0.88222915	0.68514985	0.8596158	0.9009449	0.76195294	0.762596	0.83409786	0.92831844	0.68416643	0.49138772	0.766636	0.95009255	0.4908436	0.72675097	0.5528591	0.8942329	0.62102103	0.69079274	0.63534164	0.69110703	0.8254025	0.8048595	0.97348005	0.9255313	0.46830362	0.6673089	0.85684234	0.6498141	0.72159445	0.93027854	0.90531147	0.9179251	0.9625506	0.8674884	0.9473098	0.9866759	0.96556693	0.8861886	0.78463554	0.92871463	0.7059833	0.6406957	0.5947752	0.64534897	0.9940653	0.91105556	0.73608303	0.69073915	0.70080376	0.579295	0.90648115	0.9954168	0.9026377	0.9035518	0.9507492	0.81764716	0.8457066	0.6528374	0.65582496	0.86785513	0.747538	0.69783664	0.9794308	0.66845584	0.91658145	0.78686655	0.9523726	0.9123348	0.9323957	0.82566893	0.59435296	0.7464287	0.82207435	0.94214046	0.97186744	0.50326276	0.74658024	0.85995334	0.88966256	0.81839997	0.0	0.9446701	0.9060499	0.9449426	0.7064019	0.50708413	0.907918	0.68353236	0.9366912	0.8737432	0.5039214	0.63345003	0.91363794	0.7627251	0.411061	0.6516605	0.68304366	0.5507361	0.9265083	0.6246289	0.75003463	0.9800946	0.61694723	0.7036161	0.605712	0.6580536	0.87744284	0.66083604	0.69811493	0.77126443	0.7243931
toegang_prijs/noun	0.8919152	0.95503974	0.95137537	0.794542	0.966769	0.8393505	0.9795504	0.9511065	0.90541995	0.5542168	0.953651	0.90711623	0.9584305	0.80744374	0.94529796	0.9181035	0.7949458	0.88544494	0.9651121	0.94259477	0.9630766	0.8670478	0.8489936	0.9627702	0.98417974	0.98272496	0.9626149	0.92459416	0.96165156	0.9710912	0.93411183	0.80233413	0.9634961	0.99986047	0.7120925	0.5725728	0.84742093	0.88721657	0.6157781	0.9759335	0.9128167	0.95611936	0.9068626	0.9174745	0.9754783	0.7697649	0.9273554	0.86698747	0.7961736	0.8373787	0.8772274	0.7742492	0.930973	0.8032157	0.99851143	0.96560943	0.88702244	0.7359978	0.8635673	0.93743056	0.9693954	0.5221314	0.9302152	0.7435149	0.8901407	0.880945	0.91501117	0.90030026	0.94833165	0.87668407	0.91530484	0.704566	0.9684357	0.76801896	0.933559	0.88685733	0.97293913	0.9880429	0.94514275	0.8611402	0.9082998	0.9379453	0.9047404	0.8049489	0.9191374	0.8965588	0.9820298	0.93564993	0.508035	0.94316125	0.8198158	0.8094679	0.9755915	0.94031936	0.78686637	0.5432217	0.8321613	0.8276918	0.7445735	0.79139227	0.799936	0.7635703	0.9446701	0.0	0.9582854	0.9887864	0.74767786	0.7812681	0.8061911	0.74474025	0.8591473	0.79944813	0.8771825	0.9490981	0.9469168	0.8335865	0.9183254	0.75527453	0.78546506	0.97166526	0.89673895	0.7467401	0.69146234	0.97462463	0.9202599	0.9087327	0.9225782	0.6538551	0.9275955	0.80151343	0.7545524	0.73308367	0.59913117
arm/noun	0.9763031	0.2807399	0.9627751	0.6540897	0.43976104	0.9076763	0.84107316	0.9086726	0.80273956	0.9265192	0.87229604	0.3647952	0.96970016	0.9313289	0.96964	0.96750295	0.97789955	0.97836864	0.9238628	0.68370795	0.8736892	0.96231866	0.24174392	0.9937869	0.94747084	0.98510116	0.99224484	0.46030396	0.6551733	0.5574679	0.85651994	0.9557451	0.81739116	0.92514217	0.9583058	0.97825485	0.9909927	0.91536015	0.9737755	0.8952028	0.8528109	0.7533783	0.8898947	0.3136564	0.9461798	0.5629425	0.98839974	0.7580036	0.5962682	0.95881116	0.71878517	0.75196075	0.5741598	0.95053613	0.9505156	0.35658908	0.8735988	0.8073081	0.75035155	0.4817596	0.9599413	0.88323545	0.8250127	0.9560555	0.9726848	0.9485071	0.7099491	0.69954634	0.7935846	0.9681134	0.8907732	0.9785692	0.8727983	0.7857168	0.95683414	0.7578503	0.54073405	0.94715446	0.5755514	0.83220804	0.7912533	0.84952223	0.88431	0.9389086	0.7012643	0.9749418	0.44639945	0.7745711	0.7732729	0.33818334	0.7380728	0.67090297	0.83266735	0.91062343	0.37661576	0.84262836	0.81383896	0.95728374	0.96182996	0.93951416	0.8567244	0.9290396	0.9060499	0.9582854	0.0	0.4264444	0.8958168	0.9685711	0.8492622	0.9780964	0.4361813	0.95533156	0.91334754	0.6363143	0.46103483	0.9740605	0.95838696	0.94504374	0.8859983	0.94954926	0.8863354	0.9766293	0.9521778	0.70988226	0.7695651	0.94905806	0.95869684	0.9947989	0.74967515	0.9449397	0.9826554	0.98987234	0.6987678
hij/pron	0.93164307	0.67046857	0.9667735	0.6672125	0.5222088	0.80199194	0.9646498	0.8923403	0.6722992	0.92417246	0.8098195	0.53608024	0.9104876	0.95879555	0.9637421	0.89432436	0.9659009	0.93299174	0.8957573	0.78849554	0.8515429	0.9427619	0.4749136	0.96539456	0.7708657	0.97208786	0.88263094	0.76450634	0.57962966	0.7908416	0.87114704	0.94918597	0.6933565	0.92175114	0.95392877	0.9789352	0.9629703	0.8523982	0.91609424	0.98552984	0.7188716	0.43330443	0.8204742	0.6452725	0.9764975	0.6754383	0.9626016	0.93822736	0.7690133	0.93748593	0.85792243	0.7712484	0.77069575	0.9543457	0.7926633	0.43160623	0.8525002	0.85388714	0.7177411	0.098463535	0.97817665	0.95149606	0.81711614	0.91106087	0.9798539	0.9501771	0.6129123	0.62696016	0.7544308	0.9805737	0.89348024	0.96329826	0.69023657	0.77218133	0.9899023	0.82615787	0.7134292	0.9253123	0.61218226	0.81278855	0.7179384	0.505048	0.9022486	0.96803826	0.6761102	0.9844812	0.55423844	0.9139604	0.8581306	0.60926795	0.90375966	0.8001769	0.9189417	0.99424016	0.5571202	0.8287314	0.6563889	0.95097244	0.9253099	0.96801376	0.8778308	0.8844951	0.9449426	0.9887864	0.4264444	0.0	0.9123493	0.94927627	0.90165323	0.961737	0.3818866	0.9100046	0.88532466	0.7418225	0.43792224	0.931434	0.9067384	0.9512594	0.93255043	0.9456897	0.85759455	0.9300583	0.9242446	0.56922555	0.9104506	0.9581634	0.95717424	0.97633475	0.80343217	0.8892044	0.9562484	0.93778765	0.87366414
bovenop/prep	0.6822559	0.9285928	0.40698195	0.7690463	0.84042364	0.81084913	0.8246691	0.6332012	0.7222343	0.34423274	0.83989733	0.8958662	0.5123192	0.33369392	0.3178234	0.70722926	0.4175877	0.53408	0.6051966	0.88627523	0.8137372	0.6914213	0.89542335	0.8699373	0.7625027	0.8924217	0.7950958	0.80792874	0.76929706	0.96774846	0.52029175	0.35654318	0.83768666	0.9703882	0.5037451	0.2653725	0.3318916	0.76705724	0.52438825	0.63178635	0.43964434	0.690836	0.82662445	0.8394439	0.9231903	0.72423196	0.65047395	0.73576933	0.85806495	0.4044196	0.63483	0.64522284	0.9832597	0.8384548	0.97811776	0.93464226	0.84602344	0.86998755	0.85580254	0.9189569	0.8186506	0.7210305	0.839555	0.5866696	0.53436327	0.40500712	0.90737975	0.9586996	0.68475163	0.56848425	0.52053356	0.4626906	0.9116905	0.8987819	0.6852706	0.89301443	0.9601349	0.9939352	0.865955	0.69840014	0.7768255	0.79392684	0.67477894	0.38414043	0.8608587	0.7099681	0.90327644	0.44909436	0.8981126	0.9480281	0.62739533	0.5398878	0.65048355	0.6786366	0.70055604	0.8465888	0.92625356	0.56146336	0.5314206	0.648443	0.6275833	0.67491233	0.7064019	0.74767786	0.8958168	0.9123493	0.0	0.6133387	0.8630265	0.5303004	0.9024089	0.80784297	0.46551907	0.6811558	0.8433268	0.6923187	0.58928907	0.35148847	0.57640254	0.75385904	0.762293	0.6126917	0.4034378	0.93677735	0.52161837	0.5524281	0.40799308	0.6468124	0.8879382	0.86652166	0.63273925	0.5216356	0.5064316
successie_recht/noun	0.7690722	0.9412078	0.47597873	0.9368883	0.90970236	0.80983055	0.8174643	0.78971946	0.70387465	0.7118703	0.96204686	0.9417288	0.6675272	0.58328056	0.36153644	0.68321645	0.484672	0.42184615	0.4857201	0.91451585	0.7652261	0.7038175	0.9397476	0.789461	0.79973084	0.8448504	0.79131794	0.8653103	0.8242923	0.9573568	0.67163813	0.31221813	0.67829335	0.983041	0.4328559	0.6614863	0.36286968	0.6550416	0.49597186	0.82762146	0.6036873	0.6907612	0.8383003	0.8994621	0.9526556	0.9471383	0.5590068	0.7834331	0.953809	0.53111184	0.76863337	0.86153877	0.8831443	0.8198167	0.9373995	0.95886064	0.945996	0.93076897	0.86164284	0.9301778	0.82368726	0.857652	0.81427443	0.4133888	0.306077	0.5893396	0.9965309	0.9040457	0.791968	0.31212914	0.6386646	0.3501547	0.9118683	0.95809877	0.75890714	0.8676994	0.91804194	0.87546504	0.94216526	0.6931491	0.58587873	0.80910707	0.74716574	0.42276698	0.9860494	0.58518314	0.97833085	0.5875717	0.97182375	0.9200191	0.88625973	0.8338616	0.6609118	0.74887115	0.6913675	0.9454849	0.9541493	0.23486483	0.5959461	0.7440424	0.72909755	0.66690284	0.50708413	0.7812681	0.9685711	0.94927627	0.6133387	0.0	0.80658454	0.42346436	0.9395929	0.86054444	0.4979636	0.73699415	0.95259947	0.62488973	0.3274647	0.47936422	0.37050438	0.55376196	0.8937837	0.5011411	0.6151267	0.93411887	0.69706905	0.61845785	0.61639285	0.7976876	0.8392614	0.73155785	0.48415768	0.49381566	0.6782704
hak/noun	0.95893127	0.69446695	0.8813338	0.89307606	0.77958024	0.91130525	0.8481676	0.92432004	0.9353758	0.95473754	0.55854857	0.82011366	0.98217285	0.72197795	0.91545296	0.9470572	0.83858335	0.87640965	0.9260124	0.8567182	0.9693379	0.90620166	0.88362825	0.9548027	0.9016113	0.70863974	0.93450254	0.86476994	0.8466123	0.88886476	0.9452613	0.8234184	0.922722	0.97380656	0.8151644	0.9525725	0.87283087	0.816644	0.796654	0.9599403	0.88424677	0.91540146	0.8882348	0.915979	0.9637072	0.9232004	0.9384264	0.93669856	0.9443042	0.9388018	0.8428773	0.8288871	0.87492186	0.88171077	0.9509439	0.91747284	0.86089474	0.9370208	0.752169	0.83668625	0.97405547	0.9611549	0.9579289	0.7600898	0.8968646	0.89859897	0.93963635	0.8397428	0.9134397	0.9187869	0.8596636	0.82949066	0.95356464	0.9367696	0.8726814	0.8861072	0.89853734	0.98321307	0.8362907	0.9376041	0.7878	0.89182734	0.92801654	0.85176057	0.94594306	0.92371583	0.94953656	0.7170471	0.8743054	0.8558297	0.96090597	0.80545413	0.67183214	0.9935711	0.90212417	0.8864922	0.7618186	0.85246855	0.8348317	0.89075214	0.91320586	0.9458363	0.907918	0.8061911	0.8492622	0.90165323	0.8630265	0.80658454	0.0	0.7789433	0.89738387	0.8125557	0.89005744	0.8467371	0.93536556	0.79063296	0.8712211	0.8465886	0.746158	0.9567437	0.9128387	0.83617824	0.94685286	0.91145694	0.7864025	0.93992645	0.91434866	0.8734154	0.77379245	0.8080517	0.87851906	0.84642655	0.8106621
invoer_recht/noun	0.8229233	0.94368917	0.42692447	0.9402011	0.9118986	0.7320857	0.80899286	0.67528665	0.76743805	0.6430793	0.9545126	0.91897154	0.4299783	0.45789522	0.46610093	0.5842618	0.21874917	0.6143291	0.65864426	0.92908716	0.771125	0.742936	0.9394187	0.8120091	0.8385621	0.835135	0.65605915	0.87504333	0.78917915	0.92163503	0.5611252	0.34750593	0.86632085	0.90757143	0.5169425	0.56911135	0.35001034	0.7255677	0.34499335	0.84432316	0.6810179	0.7530601	0.88557494	0.862829	0.93505263	0.9446045	0.5325321	0.6291325	0.91372746	0.5284824	0.62895	0.8539144	0.8585528	0.83226675	0.94452137	0.9667852	0.9309384	0.92796737	0.9774196	0.93645126	0.60764074	0.6813415	0.90930235	0.41131383	0.67156374	0.5971496	0.98878735	0.9317911	0.803506	0.605028	0.5506797	0.4092883	0.9296977	0.94426614	0.8548556	0.9050249	0.9599519	0.93968534	0.9756889	0.6496788	0.71521723	0.78724504	0.45910114	0.56220514	0.9857057	0.6352167	0.9890078	0.5923485	0.94466704	0.9087084	0.7284211	0.75318575	0.68426156	0.82673025	0.80763596	0.9454149	0.9657765	0.4414599	0.6957822	0.7448559	0.6863313	0.6776565	0.68353236	0.74474025	0.9780964	0.961737	0.5303004	0.42346436	0.7789433	0.0	0.9758357	0.8740616	0.4492392	0.8208821	0.959217	0.48707825	0.5427536	0.4672162	0.56465024	0.565668	0.92031986	0.34423578	0.5646724	0.95604783	0.52782035	0.71531916	0.528635	0.76422715	0.8467398	0.68630767	0.49749893	0.5239732	0.64803874
even/adj	0.985116	0.58993113	0.94592613	0.62547266	0.5573133	0.6894201	0.79039085	0.8167437	0.5544982	0.91294295	0.88982874	0.6402379	0.93163747	0.95719254	0.9700346	0.92524725	0.98387015	0.9513723	0.93398166	0.8041104	0.8226333	0.9766542	0.42732644	0.98348796	0.7287535	0.9677354	0.9309027	0.77867156	0.66686064	0.7164751	0.758751	0.93835866	0.8482369	0.9324001	0.95205754	0.987673	0.98244864	0.7976673	0.9828615	0.98596007	0.7204585	0.62380886	0.7656636	0.6619972	0.98413646	0.6175712	0.9537795	0.9711502	0.5212491	0.88969994	0.71350205	0.84796417	0.60963273	0.8969228	0.85380363	0.5242425	0.7896993	0.67624104	0.7958649	0.29846644	0.97543216	0.9842961	0.67607236	0.94089746	0.98823893	0.8741539	0.7693596	0.6384742	0.6053117	0.98670375	0.8788756	0.9726611	0.5696324	0.6749328	0.9883756	0.775032	0.62861013	0.99211866	0.5810394	0.6048735	0.8146927	0.57006764	0.8878941	0.9738415	0.7421957	0.9788324	0.52209586	0.8240249	0.7463322	0.5351975	0.7948773	0.77460784	0.8520211	0.9885503	0.5024911	0.6334126	0.6120721	0.94941235	0.961882	0.9645872	0.8800635	0.89403427	0.9366912	0.8591473	0.4361813	0.3818866	0.9024089	0.9395929	0.89738387	0.9758357	0.0	0.89545685	0.8811723	0.6706679	0.5688313	0.9477435	0.9138014	0.9824466	0.9290194	0.9635949	0.885908	0.9065132	0.86734176	0.6862448	0.8306725	0.97686833	0.8837043	0.980953	0.7993446	0.93603766	0.9729693	0.9720117	0.6899116
keer/noun	0.9732221	0.9471506	0.82376516	0.92191243	0.8919206	0.75478137	0.81988704	0.83721507	0.800904	0.64377236	0.7694424	0.8280109	0.95600224	0.8036953	0.8694789	0.8888913	0.81414187	0.87949675	0.89851516	0.94162405	0.9449682	0.8676851	0.94720566	0.9857435	0.87041456	0.9834204	0.9691831	0.91913635	0.9503648	0.94936734	0.818104	0.7843361	0.87404865	1.0	0.81710887	0.7412412	0.77074516	0.88084155	0.8301578	0.9856232	0.9198201	0.8800353	0.8805193	0.9584905	0.9966882	0.78679174	0.85688657	0.89631647	0.86502624	0.750032	0.837739	0.8526599	0.92245513	0.8896049	0.98224527	0.8993043	0.96186334	0.8780407	0.9530967	0.8993946	0.9465956	0.9007874	0.92577815	0.78830034	0.9012344	0.82411957	0.9551849	0.9438632	0.79266816	0.9209853	0.8027469	0.7537148	0.9028861	0.94937474	0.97143424	0.8926718	0.9714574	0.98572665	0.8635771	0.9265789	0.9114018	0.92325026	0.8719254	0.7417588	0.87298954	0.9173866	0.9445694	0.9092636	0.8183205	0.9363954	0.94731146	0.8119073	0.86247385	0.8661189	0.7522945	0.85474795	0.8891248	0.8408768	0.83363223	0.81593186	0.7390887	0.7346312	0.8737432	0.79944813	0.95533156	0.9100046	0.80784297	0.86054444	0.8125557	0.8740616	0.89545685	0.0	0.8553321	0.8391491	0.96077776	0.847633	0.8482012	0.75382745	0.76947105	0.9617668	0.8687513	0.88999736	0.78285223	0.9649069	0.8129678	0.9293744	0.88077164	0.8402554	0.8551149	0.6690355	0.8634872	0.8405336	0.7289801
overheid/noun	0.86086714	0.9128544	0.34734815	0.80150783	0.88733596	0.64169896	0.75107247	0.5147276	0.7268449	0.5633427	0.91738254	0.85897565	0.35884315	0.37480456	0.3176918	0.40117347	0.3128171	0.48497957	0.51525205	0.91954434	0.6765077	0.53782356	0.8267256	0.6037804	0.75176406	0.8513262	0.734264	0.84146327	0.76268685	0.8372513	0.42857468	0.2376306	0.827062	0.9499966	0.4691484	0.4894806	0.3585168	0.6657515	0.48049664	0.50197124	0.49940115	0.6378553	0.74775666	0.85805184	0.90343773	0.9275164	0.5959808	0.72257906	0.89114594	0.40555918	0.52385485	0.9264409	0.843275	0.8129704	0.9299644	0.9113692	0.9086498	0.9683117	0.905291	0.8504786	0.8136298	0.76691	0.7957	0.45934916	0.5160072	0.40887266	0.97129077	0.8505148	0.66027355	0.46228737	0.49667424	0.4105432	0.84159315	0.9880793	0.71372133	0.7642038	0.91438943	0.8239792	0.8272691	0.59069943	0.5223274	0.6718845	0.46833515	0.45926243	0.9633454	0.70432854	0.9376566	0.5226003	0.9618036	0.84259564	0.8033774	0.7137841	0.7620605	0.50655204	0.7018219	0.9475565	0.9392377	0.47277105	0.68688554	0.73355496	0.7233963	0.6483089	0.5039214	0.8771825	0.91334754	0.88532466	0.46551907	0.4979636	0.89005744	0.4492392	0.8811723	0.8553321	0.0	0.6581479	0.9372663	0.5536631	0.4610513	0.4095239	0.5454352	0.49360508	0.77393585	0.39780307	0.6443244	0.8983238	0.47208333	0.40062875	0.40565586	0.5312804	0.8576318	0.48010898	0.43461955	0.57698953	0.56365144
wanneer/comp	0.9387827	0.73990726	0.4797209	0.6525272	0.42149758	0.598464	0.7773767	0.68170947	0.51278424	0.7143146	0.82529	0.7182285	0.7160325	0.69589365	0.6359368	0.6915274	0.7108314	0.68162835	0.5373783	0.86528635	0.77096105	0.6979153	0.6099309	0.86233276	0.689886	0.90641373	0.7530788	0.84446585	0.63307655	0.7604456	0.6305115	0.6162393	0.73121625	0.80011344	0.6543435	0.7955202	0.62628865	0.60244983	0.779493	0.888656	0.70425045	0.62905276	0.5447105	0.7634814	0.95146304	0.7675908	0.5389775	0.89100796	0.615459	0.6052685	0.70383966	0.81458765	0.72430897	0.9257434	0.81198317	0.7061678	0.91609263	0.870412	0.81587744	0.7331285	0.8410164	0.9570283	0.58199114	0.663445	0.6480478	0.48324788	0.8283004	0.70709133	0.32530284	0.72994864	0.46852416	0.66603	0.6833283	0.854828	0.7627816	0.84447855	0.77615654	0.91609764	0.68355966	0.6922225	0.70820796	0.6830184	0.7264853	0.7391603	0.8356201	0.71474314	0.7221577	0.713326	0.9072686	0.625872	0.779157	0.67988753	0.5760912	0.8857057	0.50187683	0.83038205	0.71751326	0.6593265	0.75671077	0.89855045	0.89230037	0.79873604	0.63345003	0.9490981	0.6363143	0.7418225	0.6811558	0.73699415	0.8467371	0.8208821	0.6706679	0.8391491	0.6581479	0.0	0.7903435	0.8329054	0.59753597	0.644912	0.7865314	0.74442255	0.73850226	0.6891068	0.728264	0.7140113	0.5555063	0.8352344	0.6120675	0.87269706	0.78651816	0.796998	0.6763027	0.8928257	0.60054934
triomfantelijk/adj	0.96309054	0.588463	0.97565293	0.76140016	0.5040986	0.9229696	0.96711516	0.89654773	0.8297393	0.8873439	0.7652793	0.5058446	0.9713417	0.94022876	0.9601258	0.9563848	0.9815009	0.9635458	0.97804093	0.59492576	0.8798564	0.9583918	0.4768014	0.9719323	0.9397689	0.9672865	0.967514	0.71498084	0.6962294	0.6167257	0.8785127	0.9733883	0.8466074	0.93084514	0.9344033	0.90978885	0.941109	0.867756	0.9401489	0.88059723	0.8327117	0.82562613	0.90212196	0.58848214	0.7999385	0.52374095	0.95220053	0.8057348	0.78909	0.9712117	0.8559116	0.5674528	0.84923005	0.6957929	0.9498121	0.5049459	0.7120422	0.78395367	0.8092265	0.56301796	0.9720627	0.8537517	0.74958366	0.9495706	0.9735665	0.9607844	0.5849804	0.78629214	0.81379503	0.9855956	0.8900627	0.9706316	0.7864993	0.623487	0.9706171	0.8512999	0.63462543	0.9366259	0.42203397	0.8626504	0.7643131	0.8417274	0.9184323	0.9333474	0.72910815	0.99586207	0.47496903	0.8582787	0.82153845	0.6545326	0.95163375	0.6823102	0.8953174	0.92233837	0.5961671	0.7553996	0.7496183	0.9571316	0.84418434	0.9024236	0.9109342	0.9805201	0.91363794	0.9469168	0.46103483	0.43792224	0.8433268	0.95259947	0.93536556	0.959217	0.5688313	0.96077776	0.9372663	0.7903435	0.0	0.9239254	0.97130346	0.9750625	0.8716968	0.93680596	0.8562763	0.9527131	0.808781	0.68550086	0.92686313	0.9492081	0.9621784	0.93132925	0.79028153	0.94701314	0.9642024	0.9478385	0.85430443
tol/noun	0.9175753	0.949892	0.6553895	0.7293731	0.8833009	0.81369674	0.87788707	0.71235377	0.74818075	0.7809539	0.95663375	0.92656195	0.56119585	0.63371336	0.5238331	0.61662376	0.45768982	0.7636506	0.736722	0.92878336	0.77592534	0.80223465	0.978187	0.8432528	0.8487896	0.64254284	0.746044	0.88172805	0.8712231	0.99127	0.7526066	0.5055528	0.92821324	0.9952605	0.63757026	0.75314415	0.5097042	0.62910414	0.49900472	0.8130346	0.59094465	0.847573	0.7548647	0.9449356	0.9530336	0.9568797	0.8219146	0.7751224	0.915591	0.6867155	0.7645396	0.8562058	0.864019	0.82696074	0.93269116	0.91621405	0.88703364	0.94526213	0.9300945	0.9127189	0.9181758	0.92515415	0.9288188	0.6269886	0.78201896	0.6378027	0.99375784	0.8816044	0.7418364	0.6955924	0.60777146	0.6450194	0.84863687	0.9756598	0.9011826	0.92295074	0.882835	0.8563634	0.9414859	0.6863994	0.6607647	0.74613523	0.5610684	0.79471624	0.6976317	0.8387571	0.98802185	0.7216214	0.95926416	0.9551519	0.9073923	0.83034384	0.8613615	0.85357714	0.853837	0.91809773	0.90264624	0.67488873	0.7150854	0.76126635	0.7855852	0.72635055	0.7627251	0.8335865	0.9740605	0.931434	0.6923187	0.62488973	0.79063296	0.48707825	0.9477435	0.847633	0.5536631	0.8329054	0.9239254	0.0	0.73179966	0.6870976	0.6883979	0.7046832	0.88015616	0.52244896	0.6836009	0.9601694	0.7596084	0.6703508	0.72698486	0.84265316	0.82299566	0.7223678	0.5568714	0.64095026	0.79591364
