	blik_DIM/noun	Albanees/noun	been/noun	langzaam/adj	immers/adv	word/verb	miniem/adj	mag/verb	inmiddels/adv	hamer/noun	dan/adv	kersvers/adj	bestuur_kamer/noun	hoofd/noun	omhoog/adv	ogenblik/noun	regering/noun	kerst_pakket/noun	enkel/adv	honderd/adj	hoog/adj	weg/noun	poot/noun	mogelijkheid/noun	gouden/adj	gebruik/noun	accijns/noun	loon_belasting/noun	ingevoerd/adj	teatraal/adj	nergens/adv	hand/noun	ministerie/noun	ook/adv	sanctie/noun	vermaan/adj	vlees/noun	product/noun	tegelijk/adj	handpalm/noun	belasting/noun	staal/noun	nieuw/adj	vriendschap/noun	premie/noun	smaak/noun	frank/noun	ga/verb	echter/adv	stad/noun	rekening/noun	gewicht/noun	soort/noun	nu/adv	zal/verb	arm/adj	glas/noun	rekeningrijden/noun	kop_positie/noun	ontbreek/adj	meest/adj	verlaag/verb	land/noun	Europees/adj	daarna/adv	koers_winst/noun	stijg/verb	euro/noun	voortaan/adv	zenuwachtig/adj	entree/noun	extra/adj	vinger_DIM/noun	deelstaat/noun	vlucht/noun	vermogen/noun	afkomstig/adj	teelt/noun	LPF_minister/noun	hulpeloos/adj	maandag_avond/noun	omroepbijdrage/noun	vrijwel/adv	feestganger/noun	kan/verb	voorwaarde/noun	tel/noun	moet/verb	toegang/noun	boer_DIM/noun	overlast/noun	rente/noun	voorheffing/noun	bovendien/adv	heer/noun	parkeer_plaats/noun	voortreffelijk/adj	binnenlands/adj	verzekerd/adj	tarief/noun	stuk_DIM/noun	particulier/noun	ere_burger/noun	toch/adv	fiets_rek/noun	zondag_middag/noun	hal/noun	hand/adv	roerend/adj	Vlaams/adj	netjes/adj	stroom/noun	lidstaat/noun	procent/noun	onroerend_zaak_belasting/noun	verschil/adj	financieel/adj	beeld_DIM/noun	vinger/noun	te/adv	overschrijding/noun	even/adv	eerst/adj	flink/adj	lokaal/adj	pensioen_premie/noun	provincie/noun	glas_DIM/noun	gewoon/adj	her_stelling_werk/noun	waarschuw/verb	overgekomen/adj	wil/verb	dankbaar/adj	groen/adj	inkomst_belasting/noun	promotie/noun	toeslag/noun	gehuld/adj	statie_geld/noun	meen/verb	meer/adj	1930/noun	staat/noun	arm/noun	toegang_prijs/noun	schoen/noun	troon/noun	successie_recht/noun	hak/noun	hemel/noun	even/adj	invoer_recht/noun	keer/noun	landelijk/adj	overheid/noun	schouder/noun	toekomst/noun	triomfantelijk/adj	tol/noun	procent/adj	fiscus/noun	dringend/adj	alleenstaand/adj	Brits/adj	administratie/noun	aanvankelijk/adj	behaal/verb	taksen/noun	sigaret/noun	Amerikaans/adj	overweeg/verb	borst/noun	hoopvol/adj	kerosine/noun	tentoonstelling/noun	zwaar/adj	zelf/adv	gemeente/noun	eventueel/adj	toelage/noun	steenkool/noun	Londens/adj	box/noun	en/noun	grif/adj	liter/noun	prinses/noun	dwingend/adj	pub/noun	vorm/noun	sport_wereld/noun	kijk-/noun	college_geld/noun	het/adj	huize/noun	fles_DIM/noun	luistergeld/noun	taks/noun	verondersteld/adj	afkomst/noun	spaar_geld/noun
beeld_DIM/noun	0.8824981	0.9303123	0.7930669	0.8392839	0.9395802	0.90744936	0.8932374	0.76918566	0.9708106	0.58759713	0.8677255	0.9399465	0.8341785	0.75572705	0.8468188	0.8188571	0.997634	0.8991046	0.7754564	0.98347896	0.89483416	0.9217354	0.8463744	0.9675561	0.5933721	0.8901957	0.9398101	0.9663511	0.93568987	0.7633359	0.9264178	0.72289467	0.9758982	0.90563786	0.9767889	0.9320958	0.8447481	0.92429197	0.855847	0.7925954	0.94619644	0.7348655	0.95040965	0.94589037	0.9167141	0.8947869	0.83622146	0.7198138	0.9634389	0.97782606	0.9735328	0.83362377	0.7270927	0.9296373	0.9602742	0.8913496	0.738284	0.9626461	0.9550805	0.80734366	0.9026716	0.9326855	0.94072527	0.96292067	0.8075579	0.91674703	0.9368402	0.82360744	0.90281844	0.95223045	0.8806223	0.9298839	0.8846595	0.961486	0.92418605	0.95623386	0.79059213	0.87037194	0.98991454	0.8602615	0.90130067	0.9850799	0.8961956	0.89045346	0.88817614	0.95767474	0.9288815	0.9378331	0.8811737	0.9319717	0.94937253	0.9492241	0.9667478	0.9525221	0.86181146	0.95258325	0.8997182	0.9663977	0.9246709	0.92067254	0.8103938	0.92047334	0.9059084	0.9322487	0.98165894	0.67676294	0.7901961	0.9541963	0.96109605	0.98601484	0.89044076	0.9570788	0.94695354	0.9339322	0.94615275	0.8171696	0.9885636	0.0	0.77869344	0.8731128	0.92577463	0.91970414	0.98071396	0.88065946	0.9397416	0.8478084	0.9609227	0.6202555	0.8752542	0.932954	0.9733315	0.95864177	0.9598509	0.7480906	0.89706284	0.96874815	0.9348045	0.93364644	0.57873905	0.9247818	0.9881068	0.92514163	0.898835	0.9640602	0.80898	0.6038359	0.7568556	0.84799373	0.96991265	0.85679734	0.8089954	0.7928068	0.9052177	0.8298584	0.97292346	0.95187175	0.8335147	0.85751575	0.847321	0.9582721	0.967841	0.97340035	0.9627202	0.95617586	0.9489135	0.95948285	0.91010374	0.80276704	0.9116944	0.86795306	0.95719683	0.94975	0.71611965	0.8959787	0.9394519	0.6954917	0.8498172	0.80038655	0.96556926	0.9690047	0.94389224	0.8802029	0.8263999	0.964625	0.9989396	0.88011414	0.8969507	0.86606157	0.9134395	0.94191384	0.816523	0.97326535	0.9851653	0.9136133	0.99056935	0.8561045	0.8163435	0.97619647	0.90766186	0.9292708	0.92205983	0.958639
vinger/noun	0.83562124	0.95855343	0.55436337	0.79892004	0.8611547	0.8562138	0.8547689	0.86879706	0.84773237	0.72717524	0.7297785	0.9135174	0.8526181	0.51505494	0.6137868	0.912102	0.9303511	0.94583076	0.72549534	0.9510505	0.9063337	0.8090533	0.6188553	0.9538907	0.7257765	0.9517713	0.83171606	0.9344202	0.9402081	0.82153165	0.9197574	0.49907845	0.881905	0.89475363	0.94346863	0.77340007	0.7959145	0.94984174	0.7192311	0.5633534	0.89606816	0.84506494	0.953271	0.9786015	0.9072946	0.8722348	0.9371133	0.7262989	0.8162628	0.93670183	0.93388724	0.7685472	0.89458114	0.93225694	0.90302134	0.65905845	0.63827604	0.9273346	0.90944	0.8042127	0.9252831	0.95633006	0.97378343	0.93774205	0.61123884	0.88639015	0.8765422	0.92261225	0.83282447	0.55831367	0.89787525	0.89036655	0.31811655	0.88888574	0.8817446	0.9488166	0.82165766	0.8784744	0.9387826	0.68574417	0.9110029	0.94755423	0.93961054	0.91528714	0.8987338	0.9643718	0.903542	0.87709785	0.9889416	0.90848947	0.936882	0.92880416	0.956115	0.9053242	0.87694544	0.9214212	0.9429388	0.91944414	0.9595352	0.90267533	0.6807991	0.89110893	0.9571621	0.7827637	0.9892095	0.87297016	0.94837517	0.7521435	0.9630333	0.894204	0.8575457	0.69338894	0.9415025	0.92389804	0.9284991	0.87176204	0.9240133	0.77869344	0.0	0.8865485	0.9698319	0.86791956	0.99617815	0.77591807	0.9180663	0.86571693	0.9234085	0.8313972	0.88896793	0.9742841	0.7862731	0.95252	0.9099733	0.90904	0.76561475	0.95713526	0.9531037	0.96864325	0.7799802	0.9406973	0.84986705	0.86824757	0.9372843	0.89253426	0.39701337	0.91473264	0.8433491	0.8670259	0.9689995	0.82285047	0.534719	0.52125823	0.9459695	0.78845596	0.91960853	0.8769189	0.38360995	0.9202088	0.6657628	0.8934815	0.9620107	0.9653999	0.9225468	0.9799532	0.89493036	0.94777125	0.87946635	0.92928004	0.8976515	0.67628056	0.94142723	0.965567	0.43070513	0.88376975	0.90397364	0.8513919	0.81128615	0.8735886	0.9440177	0.9316316	0.9636947	0.9489714	0.91444945	0.9723122	0.98388404	0.8857124	0.845281	0.93025607	0.8308377	0.8971096	0.9577824	0.9084139	0.94499046	0.83476907	0.9971117	0.9281219	0.81344616	0.92955387	0.86403143	0.96794236	0.9492288	0.92687494
te/adv	0.86163133	0.9696321	0.74657726	0.67652035	0.7762116	0.6678407	0.8987785	0.7726425	0.94148165	0.84294635	0.7065232	0.98883337	0.684975	0.86848605	0.7018063	0.9539179	0.8840107	0.75624454	0.8654837	0.9315145	0.6803851	0.8771154	0.8164372	0.82001173	0.87528485	0.83762	0.8252593	0.81187975	0.86464006	0.7921034	0.84873104	0.7688021	0.86386746	0.8404194	0.8240957	0.8764917	0.7920214	0.92054933	0.7674413	0.8045931	0.74109924	0.8424389	0.8865099	0.8805924	0.66449535	0.7454767	0.8909051	0.7919636	0.7175147	0.9010745	0.70882547	0.735681	0.8290689	0.8021518	0.7788372	0.8582539	0.81278265	0.89181703	0.8892904	0.86161715	0.8468079	0.747501	0.86182964	0.91972804	0.7277235	0.8948358	0.79376626	0.8241044	0.7578159	0.73639715	0.85788023	0.69403195	0.88916177	0.89615554	0.8195865	0.84802127	0.9112766	0.7936052	0.9775104	0.81235415	0.83511	0.9302803	0.94789165	0.6932566	0.8284891	0.8090392	0.7852306	0.6869557	0.9221415	0.8868175	0.8089025	0.7618799	0.8075645	0.6576781	0.85769236	0.82022065	0.87111825	0.9142773	0.8707825	0.76894015	0.7216939	0.8678589	0.9679555	0.7060147	0.88290334	0.8446658	0.80047035	0.9767963	0.86139166	0.93807054	0.7150521	0.8500708	0.8029409	0.8230459	0.7342768	0.8253585	0.8165115	0.8731128	0.8865485	0.0	0.79416347	0.61054504	0.85815895	0.65261185	0.85347	0.6859491	0.92912436	0.71842206	0.67298454	0.97847086	0.739974	0.9915533	0.8625789	0.8880366	0.9002975	0.7683039	0.8630217	0.74101657	0.8128691	0.9105054	0.7248299	0.7658572	0.9800677	0.785707	0.82939947	0.80734164	0.7699255	0.930781	0.8676201	0.726938	0.82743925	0.7682488	0.83529526	0.9066609	0.9281242	0.7771543	0.8062937	0.96988636	0.92135555	0.67621434	0.80387187	0.7638332	0.88520694	0.8750774	0.93054056	0.8357324	0.7968329	0.8815741	0.7388278	0.72482246	0.94203866	0.8791119	0.77885145	0.8825721	0.81044513	0.91016924	0.6909952	0.89423436	0.85173523	0.7616461	0.87939346	0.87896705	0.9621814	0.8693015	0.97906697	0.9738122	0.9127352	0.93426585	0.77992237	0.8731398	0.67923295	0.804616	0.91453505	0.84754604	0.8681285	0.96607566	0.78028405	0.9230199	0.84560114	0.77895856	0.86713016	0.86449933
overschrijding/noun	0.92118007	0.8692569	0.9328971	0.9633976	0.8203362	0.7745837	0.71934986	0.7290541	0.9016248	0.83799	0.8856497	0.9677991	0.91104025	0.9572126	0.77591026	0.8522364	0.7735658	0.8641083	0.84745634	0.75100344	0.7133902	0.96374637	0.82388294	0.62316316	0.9689844	0.7842238	0.79346013	0.7918497	0.74794304	0.93225634	0.96790105	0.9439954	0.8637105	0.83957624	0.6828115	0.9163349	0.8593091	0.76416355	0.9181862	0.94847196	0.7307453	0.7872991	0.8489397	0.99376136	0.7578662	0.92053735	0.8577844	0.87573767	0.7952579	0.85805786	0.64309657	0.71718365	0.91485757	0.9085229	0.6792864	0.8437043	0.8591908	0.8778323	0.95191014	0.818542	0.8802129	0.7745052	0.8119292	0.7903002	0.8645875	0.69401467	0.74029857	0.74680996	0.71294737	0.933028	0.84297407	0.62493217	0.967479	0.6378741	0.75853187	0.8108971	0.82024276	0.7798852	0.9823947	0.9516405	0.9547071	0.9049274	0.82779217	0.92277086	0.6882615	0.6607897	0.80309784	0.7451749	0.81722605	0.9663619	0.7455203	0.7265928	0.80254257	0.6653011	0.9615599	0.86586696	0.8986212	0.75654435	0.77035993	0.75774336	0.834273	0.77000946	0.89653546	0.9346496	0.80924475	0.9812702	0.9512074	0.9813715	0.84977776	0.82617915	0.9434568	0.88848156	0.74548316	0.77076596	0.827175	0.7819249	0.6432228	0.92577463	0.9698319	0.79416347	0.0	0.93643546	0.9746987	0.7716732	0.79932404	0.71454513	0.8006717	0.9274395	0.8285374	0.87539005	0.7920794	0.9905002	0.72549397	0.9697763	0.89470685	0.80474186	0.76667446	0.73639655	0.8875285	0.9514998	0.8415194	0.81051475	0.9785626	0.7851981	0.96044713	0.8175323	0.9286885	0.95396465	0.80155504	0.9411796	0.9570513	0.96715486	0.7221985	0.8388451	0.7422081	0.6616413	0.9524596	0.83963263	0.88053626	0.8382547	0.82360697	0.82188284	0.8912152	0.889636	0.8665168	0.81230223	0.7498692	0.7294284	0.7440018	0.8236613	0.7299577	0.60774314	0.9145525	0.89816236	0.7994858	0.9984761	0.77315956	0.8549081	0.74749154	0.68250775	0.6925901	0.7241556	0.97862256	0.7998401	0.98488027	0.86857986	0.93976027	0.9978686	0.9329778	0.9583297	0.88574743	0.9373126	0.9319709	0.52439785	0.9813487	0.98334754	0.97089845	0.91869175	0.7764785	0.8200177	0.96726996	0.7960536
even/adv	0.9102969	0.86210394	0.7143682	0.73093855	0.8640429	0.74661803	0.91978	0.81311405	0.8822828	0.9192987	0.8443939	0.92121017	0.92986333	0.8558382	0.8237659	0.9462192	0.97700745	0.5672622	0.9526641	0.98518026	0.9475405	0.8899858	0.8695813	0.8603064	0.85755336	0.9433472	0.9589831	0.8323415	0.96781164	0.6669921	0.8026672	0.69716704	0.8870361	0.87809384	0.96940905	0.89765507	0.9363695	0.89880246	0.7629343	0.7906901	0.85910887	0.9202534	0.96522105	0.9145637	0.83260995	0.89795494	0.9641166	0.9287513	0.84636796	0.94618386	0.8593033	0.90126795	0.92681164	0.9224397	0.94755095	0.7274952	0.86681145	0.98147744	0.9607112	0.91804445	0.77811295	0.91664475	0.9369403	0.8752658	0.82376707	0.9691772	0.91436875	0.89109516	0.7868055	0.64755666	0.82699364	0.89984965	0.9221532	0.960846	0.8664373	0.92531055	0.95353436	0.97764874	0.9749751	0.6416365	0.60379946	0.99319875	0.9040999	0.85323316	0.9519126	0.89169437	0.88223326	0.84746706	0.9170854	0.960736	0.8834815	0.8710646	0.8519931	0.780569	0.88518226	0.823207	0.9031099	0.9118681	0.89488935	0.8965738	0.8442923	0.9073372	0.9381486	0.7233709	0.9549859	0.71346235	0.8968231	0.9746678	0.8815037	0.98369014	0.8768409	0.779005	0.8870413	0.9068198	0.864644	0.9317328	0.9257538	0.91970414	0.86791956	0.61054504	0.93643546	0.0	0.728117	0.81535804	0.92657906	0.8360262	0.9655076	0.80815774	0.7957573	0.98565406	0.87329906	0.9718379	0.9085869	0.8899061	0.8834772	0.8702835	0.8993325	0.8639236	0.7085906	0.97970945	0.86847436	0.8902838	0.90819776	0.866403	0.6506537	0.95259917	0.95322555	0.8110594	0.9481554	0.9011315	0.59114313	0.69110614	0.95532906	0.88639545	0.96742433	0.9033718	0.74071455	0.84531933	0.7657889	0.8508079	0.8345096	0.85091114	0.8238942	0.94577634	0.9187729	0.87816054	0.78647363	0.9115582	0.94429874	0.87799406	0.978876	0.939425	0.74573475	0.7598662	0.93822104	0.87784684	0.8909223	0.9492943	0.9679269	0.85095125	0.9420545	0.9578294	0.75165445	0.95558375	0.99356824	0.8947762	0.9410124	0.8997135	0.81573474	0.8525524	0.7125898	0.93306416	0.9973888	0.9373691	0.8506215	0.86393934	0.7906381	0.99894774	0.9372313	0.9616388	0.9182902	0.9407203
eerst/adj	0.9887272	0.9886221	0.9553056	0.893052	0.86909044	0.748751	0.9614739	0.8535331	0.92693204	0.99565166	0.8952144	0.92463714	0.97514856	0.9849114	0.9124995	0.9807984	0.9760916	0.62775075	0.9820616	0.94808775	0.9504484	0.9360852	0.9908815	0.9101703	0.94185156	0.9297783	0.9484518	0.8425621	0.8990135	0.96613896	0.92550874	0.92711514	0.90356827	0.9467048	0.9894172	0.99601865	0.96122015	0.93320394	0.97797155	0.99949586	0.85382324	0.91957563	0.98194766	0.9791705	0.8216053	0.9109575	0.981952	0.95916194	0.90859455	0.9817633	0.88255227	0.99358636	0.969943	0.82316375	0.88831127	0.8811861	0.96160007	0.993228	0.9049248	0.97893184	0.4554131	0.8968575	0.90934885	0.9363843	0.9140791	0.9698151	0.91504616	0.8957129	0.82306206	0.9655458	0.9580173	0.9082274	0.9956118	0.9729985	0.9838519	0.9700137	0.9193153	0.9891664	0.9889841	0.98073286	0.9483051	0.9593202	0.8652243	0.9860218	0.8770642	0.9592471	0.99966896	0.859035	0.94607705	0.8547798	0.9381148	0.90931785	0.86949646	0.8076822	0.998254	0.97031605	0.9976304	0.9763636	0.9448467	0.9260009	0.8339697	0.9903347	0.9717528	0.90222645	0.9681346	0.9387245	0.9099667	0.9999203	0.9846526	0.9732347	0.94480973	0.92798805	0.9885091	0.9008864	0.8343689	0.9645378	0.97941566	0.98071396	0.99617815	0.85815895	0.9746987	0.728117	0.0	0.8989691	0.9315131	0.778628	0.92733246	0.958423	0.8323086	0.9926686	0.96230483	0.97569454	0.9357453	0.97639585	0.98084587	0.84942126	0.9271529	0.85071486	0.9708352	0.9955243	0.87521774	0.95874715	0.81122506	0.8466638	0.94783336	0.9903506	0.99862325	0.9748321	0.99340653	0.9871249	0.93721044	0.90433025	0.990279	0.940993	0.84404707	0.93316495	0.97202337	0.90575516	0.9472056	0.9808944	0.80897355	0.8082999	0.9292651	0.9890896	0.96406555	0.8768361	0.8916179	0.90117127	0.9908259	0.95219594	0.9774694	0.9317346	0.9864902	0.9699305	0.9865003	0.911351	0.96048737	0.87580377	0.9475935	0.9031308	0.98706466	0.88965225	0.9128131	0.99652565	0.9377473	0.9227206	0.9879917	0.9307781	0.996928	0.9617782	0.9374434	1.0	0.9356441	0.953553	0.6300291	0.96902084	0.9422714	0.9349591	0.98954153	0.99488735	0.9752177	0.9876241
flink/adj	0.83062994	0.9024095	0.7303126	0.69929624	0.5343127	0.6431947	0.7600443	0.71453416	0.739958	0.8256422	0.74046206	0.8988821	0.9142765	0.75155485	0.4463235	0.9288138	0.8341128	0.85891813	0.7842769	0.9669391	0.44983	0.8043144	0.8122252	0.765573	0.76860654	0.7642623	0.5946801	0.60524726	0.74400264	0.88158804	0.8481771	0.73892385	0.8349692	0.78427106	0.93815607	0.8604847	0.81500274	0.76266897	0.5932449	0.7235479	0.44413888	0.8489852	0.80719465	0.98178643	0.47709018	0.89259887	0.67313814	0.5793414	0.8060096	0.87250805	0.57742786	0.6545719	0.8594719	0.8157191	0.60487044	0.83250225	0.78926975	0.80786175	0.91001695	0.887713	0.84489185	0.50405914	0.8905311	0.75237596	0.73376423	0.63393664	0.44252646	0.46096194	0.6051918	0.8205743	0.9280936	0.5498512	0.8648688	0.8619709	0.7659315	0.6163797	0.7985312	0.84409297	0.9363092	0.85414326	0.908229	0.90081954	0.7429004	0.87508976	0.76478565	0.7167921	0.8523165	0.597679	0.8882631	0.9613909	0.8021598	0.4632792	0.5927117	0.5271429	0.9400628	0.8724699	0.8908201	0.7450663	0.7023712	0.52615	0.78597486	0.6033585	0.95099616	0.8332171	0.9286994	0.93589866	0.93133426	0.9002315	0.7318541	0.9138474	0.7603397	0.72001874	0.75937474	0.37450695	0.59778595	0.84137464	0.7351178	0.88065946	0.77591807	0.65261185	0.7716732	0.81535804	0.8989691	0.0	0.7926211	0.58722925	0.903159	0.80009174	0.7025511	0.9613608	0.836475	0.83433545	0.7305316	0.92078805	0.82919157	0.5887923	0.8430288	0.68203557	0.85230994	0.7845594	0.74333906	0.7384671	0.95439357	0.8545779	0.8128685	0.78352135	0.8102069	0.9641141	0.737725	0.7997773	0.7712593	0.80328256	0.7381792	0.7882687	0.858224	0.6890188	0.7876133	0.87062585	0.7817896	0.7126101	0.6009471	0.65402853	0.81965435	0.7518704	0.93025064	0.74164146	0.6131383	0.70895433	0.70107716	0.65057576	0.90596086	0.71842456	0.7516652	0.91766405	0.73147434	0.91005564	0.7359005	0.8174571	0.7591951	0.5161273	0.8112657	0.8731905	0.866017	0.72364825	0.9026343	0.9321907	0.57282615	0.9222706	0.91011906	0.90702957	0.70297277	0.83896494	0.8895329	0.67530143	0.8947433	0.9554803	0.7759088	0.83727443	0.6285138	0.7659078	0.839975	0.7043087
lokaal/adj	0.89488065	0.8653603	0.9640522	0.8827262	0.66292083	0.67862034	0.8297806	0.7413261	0.8007449	0.9376005	0.9083603	0.9779078	0.9366408	0.924209	0.7457833	0.87937677	0.7506182	0.8925962	0.7254738	0.90200716	0.6530673	0.7818345	0.8657636	0.6814182	0.9588196	0.71836007	0.6346414	0.75839597	0.6910789	0.9442294	0.91047066	0.8719433	0.812138	0.80058146	0.8836113	0.9160839	0.861688	0.6954013	0.7022317	0.97299296	0.5951107	0.7831233	0.74213105	0.9520409	0.74551755	0.78642285	0.7874928	0.80156434	0.82070637	0.76837325	0.6352036	0.8733444	0.8057957	0.81258976	0.74324775	0.87359846	0.836841	0.77295154	0.96598464	0.8519616	0.8353473	0.6156312	0.81235456	0.75970584	0.884716	0.8633174	0.6963397	0.7824101	0.609215	0.9556273	0.83430314	0.6756507	0.92964107	0.7002312	0.8453762	0.8369003	0.8080223	0.6679337	0.9734862	0.9669146	0.82533467	0.75157326	0.8828418	0.8780113	0.8398998	0.7586061	0.87642956	0.6781007	0.77000487	0.8637704	0.7305288	0.7483514	0.7660726	0.7086019	0.9763188	0.769503	0.8786128	0.74660885	0.8732723	0.5843204	0.92634064	0.5784303	0.9037852	0.9424581	0.8432336	0.9443753	0.9748299	0.9862498	0.79157364	0.6523049	0.837736	0.8069252	0.75767183	0.6992935	0.60742986	0.63626117	0.6787413	0.9397416	0.9180663	0.85347	0.79932404	0.92657906	0.9315131	0.7926211	0.0	0.85842854	0.5740434	0.9236456	0.84558046	0.83445466	0.8112079	0.98469496	0.67501366	0.8234273	0.7921574	0.61893606	0.7651287	0.856066	0.9460001	0.9001053	0.76652807	0.75123966	0.94450104	0.8073943	0.979847	0.92561316	0.9318084	0.9377656	0.771326	0.9044858	0.9609964	0.94500273	0.62157667	0.9074537	0.47901577	0.47848934	0.95748436	0.85939443	0.846671	0.7913637	0.77702045	0.70093	0.7654767	0.9165472	0.70907694	0.6599747	0.8227108	0.85172063	0.62625337	0.79546404	0.75322706	0.6927557	0.9657629	0.9795629	0.8199306	0.9475043	0.8547791	0.7810028	0.47408372	0.7078337	0.74620426	0.83332354	0.763214	0.8658544	0.89484775	0.8496335	0.8621595	0.9949196	0.82586634	0.7422708	0.7871208	0.8491135	0.7932778	0.7921226	0.95858276	0.9482963	0.8922407	0.76398724	0.77136576	0.89471257	0.9121815	0.7822821
pensioen_premie/noun	0.9422079	0.90675443	0.9076835	0.8007033	0.7162411	0.7028576	0.89418334	0.72452587	0.81646943	0.9284915	0.7710916	0.97957397	0.9051809	0.939942	0.66482556	0.9293396	0.87259096	0.56147885	0.84610206	0.7717421	0.70297456	0.85302854	0.8598553	0.83380294	0.90928614	0.9220183	0.6824534	0.571633	0.8077905	0.9037057	0.96510535	0.9189538	0.8615922	0.7887323	0.86023945	0.94920063	0.91079026	0.842557	0.7783416	0.8616127	0.48935384	0.91950744	0.87794644	0.91157794	0.3294716	0.93155974	0.7289511	0.6943369	0.8634267	0.93033856	0.629386	0.7209777	0.94697946	0.8732904	0.60435486	0.8083798	0.95426005	0.89274067	0.9606483	0.8853394	0.85806435	0.6193892	0.9067069	0.8189249	0.844264	0.4999584	0.58894956	0.5520905	0.6935215	0.9283138	0.860685	0.63366866	0.8480233	0.8994604	0.8485574	0.6207075	0.965043	0.75647426	0.9488072	0.94167775	0.9806515	0.86437356	0.7922955	0.9580671	0.72969145	0.77377653	0.8381941	0.5528855	0.94003046	0.9202401	0.8618221	0.40367478	0.5420029	0.53411925	0.9501816	0.88385487	0.9710588	0.8217122	0.639502	0.57168365	0.8720881	0.73450005	0.9256277	0.90402734	0.92225075	0.96701866	0.97564024	0.9110233	0.7850894	0.8990318	0.8591067	0.82596135	0.84376603	0.4542402	0.5112963	0.86300564	0.75715625	0.8478084	0.86571693	0.6859491	0.71454513	0.8360262	0.778628	0.58722925	0.85842854	0.0	0.8922775	0.9522129	0.8291483	0.92649174	0.90377474	0.98641825	0.79230356	0.97278714	0.9658389	0.5416356	0.74681294	0.34021503	0.90293515	0.8777408	0.83818525	0.7812855	0.96207464	0.7527374	0.9065388	0.70304346	0.8930587	0.91789156	0.76804453	0.8504968	0.8796035	0.9113902	0.7223897	0.8071619	0.867934	0.7704379	0.936576	0.8578905	0.8891233	0.8512861	0.58423984	0.5771378	0.8535866	0.5918432	0.9310059	0.6843199	0.7867383	0.66818285	0.66831326	0.8709234	0.8536248	0.78856736	0.8757579	0.9732199	0.7804414	0.93066335	0.90060097	0.8025863	0.7994826	0.73016846	0.6138197	0.85911703	0.9190788	0.68499094	0.97532195	0.868366	0.75362897	0.97011656	0.9029918	0.9662929	0.8808687	0.9217444	0.8353217	0.6046828	0.8427303	0.93897724	0.94740075	0.85951656	0.7179071	0.75487006	0.9264207	0.6147615
provincie/noun	0.948849	0.710276	0.93163735	0.97033215	0.7294413	0.755903	0.83786666	0.86285263	0.7949804	0.9831553	0.9351338	0.905479	0.982692	0.9422517	0.88405305	0.8919587	0.63240314	0.9179862	0.68354094	0.8842775	0.8197135	0.78514093	0.8011049	0.7173228	0.9554809	0.8133214	0.8112064	0.8977402	0.78284395	0.9482027	0.9010519	0.924322	0.587144	0.8591813	0.86223924	0.9122116	0.8868238	0.8473551	0.84825796	0.9228308	0.70045793	0.90244335	0.81773716	0.9857867	0.77081597	0.89699984	0.7280079	0.9390552	0.81823957	0.3868929	0.78354347	0.888065	0.833532	0.79298514	0.7163564	0.7463993	0.9162894	0.7114909	0.96016014	0.817014	0.78941363	0.83684444	0.7072193	0.79497695	0.973338	0.94109505	0.8431878	0.7718567	0.6373948	0.9728514	0.9438098	0.6739876	0.9324563	0.556845	0.8612387	0.88790977	0.7683569	0.6998979	0.95621455	0.93724555	0.89472294	0.8140377	0.8509181	0.94460744	0.86233497	0.6317149	0.8952755	0.7555047	0.8625361	0.82292855	0.68719083	0.9149478	0.8090546	0.6975095	0.99212784	0.8181868	0.97107947	0.82314295	0.8569451	0.79673815	0.87078524	0.71889806	0.714061	0.9426991	0.87138355	0.96898615	0.9611264	0.98085546	0.8861804	0.4217528	0.87644804	0.7970922	0.79291975	0.841869	0.85348034	0.64581585	0.5938922	0.9609227	0.9234085	0.92912436	0.8006717	0.9655076	0.92733246	0.903159	0.5740434	0.8922775	0.0	0.9911604	0.9082131	0.84008914	0.8120055	0.97391605	0.612034	0.98787975	0.72915435	0.8635892	0.7475722	0.8487393	0.8624332	0.87321246	0.809483	0.7617892	0.8711022	0.71935934	0.9244127	0.9543934	0.96519864	0.92889506	0.87894017	0.9987138	0.96803606	0.9484631	0.8770682	0.91791624	0.5252398	0.4308108	0.94053125	0.85148776	0.92219514	0.86564314	0.858339	0.8137433	0.7456743	0.85943455	0.8494096	0.5645137	0.83516246	0.8897556	0.78355664	0.896091	0.8158257	0.62880933	0.9259334	0.9670209	0.9049898	0.926971	0.89192855	0.7274904	0.3404944	0.7902329	0.45651942	0.9508381	0.8919501	0.93280375	0.9160206	0.97879386	0.9197851	0.97959447	0.86936307	0.930687	0.8301755	0.8853756	0.8352399	0.8037764	0.93883365	0.9626196	0.95440865	0.7584218	0.7251308	0.8825428	0.8121178	0.7945683
