	schielijk/adj	Arafat/name	regel/noun	mogelijk/adj	inmiddels/adv	na/prep	stem/noun	dit/det	dan/adv	beslissing/noun	afgelopen/adj	rechtbank/noun	regering/noun	ijlings/adv	stelling/noun	ontslag/noun	gisteren/adv	beschuldiging/noun	hoewel/comp	of/vg	Bill/name	alles/noun	stellingname/noun	Bush/name	wetswijziging/noun	veiligheidsmaatregel/noun	desnoods/adv	noch/vg	mening/noun	getuigenis/noun	woord/noun	ook/adv	schoon_vader/noun	passage/noun	om/comp	Leterme/name	altijd/adv	al/adv	bezwaar/noun	overigens/adv	verbod/noun	staking/noun	boycot/noun	EADS/name	Lagos/name	echter/adv	vervolgens/adv	wegens/prep	die/det	uitspraak/noun	vonnis/noun	zij/pron	nu/adv	Hof/name	zondag_avond/noun	daarna/pp	Europees/name	bestuur_accoord/noun	Blatter/name	brief/noun	Fortuyn/name	weekeinde/noun	veroordeling/noun	definitief/adj	publiekelijk/adj	plots/adj	hof/noun	snel/adj	daarna/adv	uitdrukkelijk/adj	overname/noun	maar/vg	bevel/noun	woordvoerder/noun	uitslag/noun	oordeel/noun	mededeling/noun	Volkscongres/name	doodvonnis/noun	braaf/adj	om/prep	laat/adj	woensdag/noun	in_vrijheid_stelling/noun	jaar_cijfer/noun	ze/pron	nooit/adv	niet/adv	nadat/comp	regeling/noun	decreet/noun	maandag/noun	weer/adv	Ray/name	vergissing/noun	daarmee/pp	toekenning/noun	vandaag/adv	maatregel/noun	wet/noun	half/adj	omdat/comp	uitgeweken/adj	verhaal/noun	dus/adv	het/det	min/adv	bewering/noun	verdachte/noun	afspraak/noun	Hooggerechtshof/name	intussen/adv	probatie_uitstel/noun	Groen/name	duur_voort/adj	Europese/name	afschaffing/noun	door/prep	besluit/noun	Roe/name	Wahid/name	Lodewijk/name	onder/adv	getuige/noun	al/comp	inderdaad/adv	dat/det	zaterdag/noun	steeds/adv	kamer/noun	minister/noun	formeel/adj	verklaring/noun	bekentenis/noun	aantijging/noun	toen/comp	belofte/noun	geleden/adj	federatie/noun	hij/pron	eerste/num	nieuws/noun	scheidsrechter/noun	NIOD/name	aankoop/noun	capitulatie/noun	dinsdag/noun	dag/noun	bron/noun	plan/noun	schorsing/noun	benoeming/noun	stap/adv	invoering/noun	refs/noun	week/noun	maal/noun	standpunt/noun	zolang/comp	Dierckxsens/name	eventueel/adj	arrest/noun	A./name	patent/noun	richtlijn/noun	onmiddellijk/adj	amnestie_wet/noun	bond/noun	deels/adv	overtuiging/noun	haastig/adj	fatwa/noun	waarschuwing/noun
niet/adv	0.8469637	0.7414859	0.6617285	0.82070243	0.8322062	0.96474206	0.91066873	0.8331722	0.7341113	0.80051863	0.97143805	0.9125763	0.76207405	0.8735879	0.7556123	0.82460785	0.8854291	0.781223	0.6830892	0.90895754	0.94024813	0.58793014	0.8255292	0.83651644	0.7178879	0.8131038	0.87171346	0.826824	0.57279664	0.9046751	0.72208893	0.44199902	0.8223976	0.8736708	0.8514262	0.85600585	0.4374361	0.73354745	0.70572335	0.74748707	0.73963445	0.81078005	0.73863614	0.97001266	0.91589177	0.70306396	0.87646616	0.9361489	0.5523125	0.8264878	0.8647623	0.5344362	0.6736704	0.9184103	0.92436534	0.8825653	0.9461272	0.76038873	0.7977287	0.88571477	0.82769656	0.9276031	0.8765276	0.87533695	0.7738011	0.80898005	0.8824774	0.7815082	0.8217853	0.6916611	0.91121894	0.66243684	0.7976365	0.90839356	0.8904108	0.8426005	0.7984863	0.9387758	0.8685764	0.8446895	0.8724845	0.813253	0.96728003	0.83506954	0.9446947	0.55473316	0.31644332	0.0	0.85452616	0.73175776	0.8629999	0.95786464	0.7872751	0.96089894	0.6837714	0.77478087	0.8819618	0.9407613	0.7778213	0.752758	0.9871334	0.63968945	0.9214957	0.8680056	0.7286066	0.91782427	0.7502978	0.7568285	0.88048816	0.7390088	0.8330412	0.83301365	0.92097	0.90498304	0.6966437	0.94359994	0.9199538	0.8972594	0.823459	0.9954455	0.89071274	0.9773315	0.9138644	0.85249114	0.560043	0.6435931	0.47481102	0.9630778	0.5095947	0.9721272	0.8858255	0.6979438	0.7974136	0.84497404	0.7733166	0.8616408	0.8065185	0.9614438	0.8647591	0.64752144	0.92763424	0.84961176	0.8315697	0.83183384	0.9362881	0.9263518	0.9575499	0.9652193	0.81673175	0.83176243	0.8804537	0.8543496	0.967196	0.8842949	0.75672597	0.9622817	0.8646409	0.6459472	0.77614707	0.9818387	0.9209977	0.8847625	0.97313666	0.8434044	0.7910123	0.8508638	0.8481792	0.78950435	0.8096776	0.6747297	0.86522	0.9252708	0.83024496
nadat/comp	0.7536039	0.57913125	0.83991957	0.74069047	0.5762208	0.47804558	0.6690902	0.73656934	0.8366659	0.51980925	0.5000671	0.5710956	0.5181861	0.7773866	0.7243413	0.4462613	0.3866045	0.54394317	0.54132986	0.84968406	0.737443	0.9511182	0.7542009	0.53199255	0.7459198	0.66719663	0.5792126	0.7267006	0.67187655	0.7528299	0.70397484	0.8903276	0.86863047	0.792817	0.6863577	0.72163284	0.8790207	0.7157656	0.6339166	0.58446205	0.60089886	0.52184856	0.7211194	0.82131284	0.6911268	0.51075315	0.52102816	0.5194893	0.78832245	0.4696921	0.61971235	0.7045945	0.78032017	0.67422414	0.63393724	0.5958289	0.7526594	0.8261789	0.66489506	0.6196835	0.7236713	0.58988667	0.59013987	0.6169583	0.6295086	0.68057084	0.6252157	0.8162068	0.71405077	0.61786306	0.79476726	0.7920836	0.50766027	0.57040405	0.6037029	0.559878	0.5508669	0.608984	0.6156229	0.85579956	0.6235635	0.54764944	0.43659788	0.7189492	0.7092092	0.82972455	0.7733518	0.85452616	0.0	0.8050137	0.6644478	0.3871402	0.68652856	0.87643844	0.7150088	0.6052444	0.8206047	0.39039576	0.73551494	0.76187086	0.66764796	0.48952997	0.8522885	0.84747094	0.8794657	0.5896726	0.7478217	0.66296566	0.6086651	0.82445323	0.5893377	0.6181241	0.82565546	0.80577743	0.75635093	0.7189586	0.73225987	0.5235344	0.5072922	0.7753509	0.5403924	0.8884084	0.7982	0.67767215	0.7884983	0.7777263	0.8470662	0.659443	0.84173185	0.7773814	0.5652813	0.5248467	0.53660035	0.648948	0.6568556	0.38528806	0.6305944	0.5994073	0.6829184	0.65131676	0.662377	0.580493	0.66441286	0.8063024	0.8330077	0.8331767	0.47945535	0.63659436	0.81399024	0.74106145	0.67280555	0.5222819	0.96469325	0.7691901	0.7299601	0.41798723	0.58303934	0.7055617	0.59927887	0.8141948	0.6088002	0.69545734	0.7446131	0.8846036	0.70167524	0.51679015	0.6378119	0.6151911	0.8682907	0.85736114	0.75564444	0.81689024	0.55271155
regeling/noun	0.94754475	0.7969676	0.40142715	0.60266846	0.83594424	0.7202983	0.92588866	0.82200223	0.85882956	0.5160916	0.97913283	0.8854996	0.60540974	0.85628635	0.838899	0.7134727	0.7612117	0.83821344	0.69957423	0.82624173	0.95035875	0.8571467	0.70313466	0.82509077	0.5144695	0.6525659	0.69964826	0.8052576	0.8034751	0.8426395	0.94940513	0.82841855	0.78519326	0.8713783	0.6974738	0.90418863	0.8391361	0.8705568	0.43973333	0.72550404	0.43173718	0.7707731	0.65399045	0.9174051	0.96455425	0.60852206	0.8798008	0.8192042	0.73471105	0.73214585	0.79809046	0.6972629	0.73307335	0.75342953	0.8854902	0.847648	0.73664165	0.78375316	0.9056837	0.8448374	0.8564335	0.9358345	0.7220819	0.6509448	0.84439915	0.87550217	0.77171326	0.7457962	0.76200575	0.65665936	0.6520073	0.8612477	0.84028804	0.8737383	0.7786362	0.7393318	0.7909987	0.7788831	0.8106431	0.94376165	0.7641064	0.9059954	0.901301	0.48712635	0.80230975	0.903828	0.85713124	0.73175776	0.8050137	0.0	0.58279485	0.87811834	0.9198412	0.98343366	0.82271516	0.70774865	0.6159346	0.8207412	0.39820617	0.29897082	0.91117907	0.69320405	0.8814407	0.93009794	0.8229705	0.82380927	0.8012204	0.7903136	0.7698103	0.4379806	0.72254294	0.83952713	0.93134975	0.78521615	0.9012425	0.70907056	0.34997648	0.7171694	0.3988952	0.9839728	0.78889453	0.90933734	0.63623416	0.80465704	0.8550368	0.84375125	0.7871538	0.98618305	0.812207	0.8636844	0.6909635	0.59450185	0.75405484	0.83226216	0.82546246	0.9477558	0.8147421	0.97549105	0.68746465	0.9035821	0.96704304	0.9366579	0.9388819	0.86775976	0.7047223	0.76649517	0.90033317	0.9624845	0.8718609	0.49435687	0.8007782	0.5541816	0.97493356	0.39562082	0.94248354	0.91485	0.9621792	0.5670148	0.53967816	0.9546163	0.5560755	0.7466413	0.89395833	0.6837834	0.52448493	0.71071184	0.8721654	0.6246067	0.82507956	0.8153672	0.80598104	0.8487618	0.7717673
decreet/noun	0.973255	0.68114376	0.56197035	0.7346808	0.7912054	0.69515234	0.7674849	0.80704385	0.9436289	0.6352204	0.91488624	0.8271471	0.4613508	0.81275403	0.8036591	0.6650039	0.65195274	0.8176954	0.73974967	0.74001443	0.8721223	0.89553773	0.84690624	0.6243979	0.64971936	0.74096	0.47714108	0.71829283	0.8316047	0.89072937	0.88327324	0.94208103	0.9293583	0.8614328	0.65863883	0.85223496	0.95636994	0.9448948	0.6000685	0.71687603	0.45390224	0.78426075	0.68196553	0.9312227	0.9514194	0.6805731	0.8080911	0.7171662	0.8372824	0.6081033	0.6888874	0.7807125	0.88095355	0.76210403	0.81382006	0.8288411	0.80077076	0.8672391	0.9192181	0.772367	0.9027998	0.704442	0.7034912	0.68273056	0.86476976	0.8972789	0.72467065	0.8425617	0.7847904	0.6467198	0.83164585	0.9057016	0.69354033	0.73286295	0.7869569	0.7648226	0.63343924	0.5330088	0.4956957	0.89648867	0.8114675	0.9508516	0.8788276	0.73331535	0.8742208	0.9137794	0.8604748	0.8629999	0.6644478	0.58279485	0.0	0.7502336	0.9165405	0.9820767	0.8030724	0.7093495	0.7954627	0.63825536	0.578448	0.49002588	0.9793154	0.6529887	0.9741153	0.9234786	0.7943025	0.67039394	0.9005686	0.80107003	0.8743666	0.7318796	0.6320775	0.7949126	0.9788077	0.7436854	0.9457196	0.7622425	0.5490737	0.57807827	0.39770675	0.886405	0.5392139	0.9143934	0.8056502	0.8799777	0.9427612	0.8362861	0.81517863	0.95445997	0.8918836	0.8541844	0.6363064	0.55481136	0.7784629	0.91982955	0.74288285	0.7744179	0.6519834	0.87926424	0.5899399	0.82425636	0.92595285	0.8166461	0.9335722	0.8820555	0.8602725	0.5386944	0.8267652	0.8300059	0.85755676	0.57975936	0.8220316	0.607466	0.9752141	0.54574597	0.92860115	0.83977175	0.88197064	0.6526377	0.6348885	0.9504056	0.7028886	0.7724033	0.9721992	0.8949943	0.49444753	0.6093981	0.8406871	0.6802505	0.90418226	0.8897518	0.82187355	0.6445601	0.67957354
maandag/noun	0.7733196	0.8400351	0.91986936	0.89261115	0.8145095	0.71213955	0.74677396	0.8922744	0.9110462	0.654343	0.47003615	0.6280563	0.69857144	0.8088536	0.82287985	0.5543853	0.4658926	0.73770356	0.7829901	0.9344218	0.86499727	0.9728576	0.789065	0.7172862	0.8928473	0.7241206	0.71184826	0.8140411	0.82011837	0.84262294	0.8573434	0.9727428	0.9410584	0.92607445	0.87597233	0.78943264	0.949129	0.8630132	0.73154867	0.7787094	0.73089045	0.5321039	0.8296525	0.8128839	0.77824205	0.72412187	0.817685	0.6858171	0.90279233	0.5493673	0.6473532	0.8452607	0.86726534	0.74052763	0.6785709	0.8170256	0.7736082	0.94007313	0.7713314	0.694607	0.83903825	0.57688963	0.7412255	0.6888896	0.7858713	0.8115207	0.7226237	0.946525	0.92537004	0.7737358	0.79814863	0.9265114	0.6537444	0.65365845	0.47992545	0.7132002	0.6794455	0.614514	0.7370082	0.9205042	0.48745114	0.7691047	0.14861375	0.86115146	0.4970593	0.89345956	0.95650077	0.95786464	0.3871402	0.87811834	0.7502336	0.0	0.8227587	0.94442946	0.89600766	0.7498998	0.90311337	0.25771022	0.86600393	0.88198537	0.7886566	0.7897587	0.88695514	0.9298051	0.9573137	0.71027744	0.79943633	0.8438635	0.7507255	0.79928315	0.6481471	0.78211015	0.8953281	0.9123597	0.85603523	0.7773032	0.89440453	0.67826605	0.60370576	0.81337464	0.56620395	0.8911657	0.8859712	0.80036896	0.95500624	0.876782	0.92218536	0.3458727	0.88348466	0.85380805	0.7213385	0.68494344	0.73028004	0.854935	0.7997818	0.6700386	0.715845	0.7425951	0.7699005	0.8022684	0.76940155	0.6277572	0.7348068	0.8273616	0.8583112	0.86095124	0.20235908	0.6011007	0.88159585	0.7973803	0.780339	0.67046875	0.976697	0.869389	0.8106393	0.34065294	0.80456686	0.79626995	0.8034242	0.88862276	0.8528298	0.7129618	0.86862516	0.9555064	0.8016717	0.7591825	0.7477268	0.6507044	0.9485052	0.9413709	0.8838218	0.93811095	0.7514652
weer/adv	0.71713114	0.87737775	0.9104339	0.8172984	0.8376746	0.74821186	0.88968694	0.8467755	0.6692291	0.78604215	0.759261	0.8848465	0.9289118	0.722123	0.7208947	0.6458919	0.9108948	0.8827837	0.81323564	0.9409928	0.9355943	0.57189506	0.95010626	0.8565237	0.8199384	0.8385884	0.94021964	0.9704106	0.8720937	0.90090126	0.7721478	0.71828896	0.8938846	0.95185745	0.7939703	0.8506757	0.80627507	0.6184305	0.9585609	0.79755044	0.94862217	0.7674079	0.9191075	0.92896044	0.8587204	0.7902602	0.54047424	0.861395	0.792184	0.82191837	0.91350365	0.77001566	0.7272287	0.9686811	0.79940325	0.53444874	0.9572261	0.9556214	0.8818487	0.792716	0.8319655	0.85814524	0.91557974	0.8347976	0.83954304	0.6650276	0.89444023	0.6538087	0.7088988	0.9647609	0.90930384	0.44587785	0.7370627	0.81632984	0.87825817	0.88012576	0.79956955	0.88456523	0.92289865	0.7271743	0.8069304	0.7221106	0.83727634	0.8428236	0.83956075	0.4539752	0.8217429	0.7872751	0.68652856	0.9198412	0.9165405	0.8227587	0.0	0.9457307	0.87055665	0.9503616	0.9457088	0.9257437	0.825444	0.925303	0.69745016	0.79312825	0.7387645	0.75677294	0.7060912	0.930498	0.862352	0.9285666	0.8029556	0.9181743	0.90498585	0.8174653	0.94986314	0.8398623	0.85649407	0.9483722	0.9370976	0.8393919	0.827328	1.0	0.87407863	0.974231	0.8883697	0.8521037	0.75698406	0.8159724	0.7741694	0.8827196	0.8427881	0.8538827	0.9142589	0.8917255	0.8124636	0.7122612	0.8736682	0.5706121	0.78876007	0.7825814	0.9248853	0.52911526	0.8309396	0.5761998	0.8749461	0.89054143	0.93068635	0.8304688	0.87006456	0.74112076	0.9013822	0.80312276	0.8724586	0.9247515	0.7977079	0.89290416	0.882444	0.7725783	0.82236475	0.9113052	0.925603	0.83917016	0.8493505	0.9335579	0.9322557	0.91633415	0.95554215	0.7641572	0.91967916	0.82195896	0.94644356	0.9298343	0.804052	0.96129245	0.8402225
Ray/name	0.92602456	0.902764	0.9861121	0.9871811	0.901848	0.9226742	0.8826237	0.9682256	0.9913806	0.9788181	0.9622819	0.8845625	0.9680555	0.9205024	0.96480054	0.9666792	0.88078064	0.88902944	0.89238393	0.67485845	0.34227598	0.97797495	0.9689121	0.84563005	0.9382984	0.88584626	0.93398136	0.925964	0.88425547	0.69543535	0.94049037	0.9871891	0.8358552	0.92462945	0.9777491	0.9223936	0.90260065	0.9722988	0.9727444	0.97082925	0.97406006	0.94569886	0.9212023	0.9595835	0.92711407	0.94545394	0.9307319	0.95495516	0.9043613	0.9655942	0.9678393	0.8844675	0.99313486	0.96694344	0.89436233	0.9524499	0.96604365	0.9560748	0.9338091	0.89256036	0.93784755	0.9610413	0.9432256	0.97938627	0.8928319	0.88106316	0.9033076	0.9640271	0.9592331	0.9242109	0.9181976	0.9425886	0.9570744	0.8884162	0.9368243	0.95707166	0.93351185	0.9399072	0.950631	0.77501804	0.9028462	0.9074621	0.9297987	0.867522	0.9687658	0.9040434	0.9096373	0.96089894	0.87643844	0.98343366	0.9820767	0.94442946	0.9457307	0.0	0.93811244	0.98054457	0.92589515	0.96694475	0.9773221	0.98365	0.9311549	0.9460753	0.95770955	0.709702	0.9720929	0.9654265	0.96980774	0.93170595	0.8467176	0.97879225	0.947482	0.9195572	0.9572956	0.96536803	0.9311168	0.9678647	0.9561983	0.83833814	0.968253	0.9581048	0.9582058	0.9840696	0.66172135	0.87516296	0.9884658	0.9517505	0.9600493	0.90659255	0.93582004	0.77583265	0.9298278	0.9184625	0.8961956	0.7590147	0.8879591	0.8758364	0.975598	0.9591408	0.97671396	0.87931895	0.9736686	0.96318066	0.9495468	0.9503077	0.929212	0.9893571	0.9555419	0.9834202	0.9208395	0.9866921	0.9599492	0.9408361	0.9958632	0.96814835	0.9536344	0.98065346	0.9771318	0.9732359	0.98520035	0.89500296	0.95918417	0.92900676	0.759031	0.9437175	0.94802046	0.94177896	0.95131207	0.9723626	0.9441519	0.936638	0.9196776	0.976969	0.95220757
vergissing/noun	0.8701644	0.6013165	0.8309854	0.76248544	0.8792034	0.8742212	0.8471252	0.8500533	0.84387964	0.6383871	0.9398201	0.8584174	0.7234896	0.811004	0.7534191	0.7685237	0.7513802	0.76944697	0.7410625	0.7767435	0.82306826	0.8082177	0.85347587	0.69833803	0.75531834	0.8068146	0.84233034	0.71340513	0.6440156	0.9114048	0.8095787	0.8036422	0.9052946	0.8076899	0.7466016	0.8952587	0.71931314	0.82920593	0.7843652	0.7178206	0.78144324	0.6892329	0.74476147	0.90938586	0.9482552	0.6438865	0.8468308	0.86297894	0.71390283	0.8438927	0.8583027	0.772639	0.8814005	0.9122912	0.844208	0.913846	0.93492043	0.9437463	0.6295818	0.8094124	0.7992982	0.87807465	0.7981507	0.8292102	0.71625185	0.8304017	0.84089845	0.7600874	0.8599275	0.73863494	0.8377666	0.63491064	0.72578776	0.7497301	0.8094816	0.73914903	0.7323258	0.8368255	0.82917887	0.78545344	0.8428209	0.8745196	0.871115	0.8170821	0.89057773	0.81855994	0.6347436	0.6837714	0.7150088	0.82271516	0.8030724	0.89600766	0.87055665	0.93811244	0.0	0.8774476	0.85167843	0.8610989	0.6888789	0.8362964	0.9369923	0.71553993	0.9130849	0.9173232	0.7663413	0.89212745	0.8286461	0.7815368	0.85212934	0.88391733	0.80735856	0.7812594	0.9144441	0.83025163	0.85623354	0.88973564	0.74148583	0.67755616	0.7355359	0.98885643	0.8244537	0.87269986	0.8367387	0.85924125	0.7604179	0.50286925	0.68094707	0.8981758	0.7506108	0.9503079	0.75753057	0.75887	0.6664955	0.8412497	0.7711993	0.77098995	0.8671906	0.8987936	0.77107894	0.7491194	0.8441533	0.8671556	0.5020275	0.84819317	0.88666743	0.8888104	0.8917668	0.9410941	0.8410999	0.84914434	0.81647986	0.7263801	0.9720131	0.85325503	0.46601796	0.8842915	0.8173248	0.7696905	0.8096067	0.9460302	0.7929871	0.8676584	0.91788733	0.8737583	0.86333084	0.7812227	0.90320444	0.6981944	0.85130024	0.73168445	0.7519604	0.8896199	0.7513417
daarmee/pp	0.8931087	0.6156454	0.7815126	0.81620044	0.7163219	0.8038409	0.7721683	0.69390786	0.8669764	0.60981935	0.9112582	0.60314506	0.6187444	0.79173714	0.6945287	0.7348763	0.54626703	0.6998681	0.5192275	0.9280267	0.874599	0.89544964	0.69203174	0.6916106	0.7153541	0.86261815	0.71284837	0.6997851	0.6676507	0.75630546	0.8220525	0.8527592	0.90891844	0.62140393	0.775553	0.7736232	0.8066694	0.8128343	0.6307144	0.55169296	0.58003557	0.8195354	0.7168842	0.83213025	0.8845113	0.50296426	0.8300277	0.58650297	0.73439014	0.49768645	0.5937393	0.7018718	0.73493314	0.6380274	0.85486895	0.7883858	0.6384534	0.66803724	0.7283248	0.7122029	0.6658997	0.81281376	0.61396426	0.60944784	0.6242237	0.8602686	0.6000036	0.91583955	0.7334565	0.5987501	0.7426909	0.88323885	0.6487969	0.6887231	0.7073444	0.48560262	0.7095595	0.83752483	0.6034186	0.9057865	0.8713928	0.87226164	0.78656614	0.8537545	0.80627424	0.9159096	0.7741083	0.77478087	0.6052444	0.70774865	0.7093495	0.7498998	0.9503616	0.98054457	0.8774476	0.0	0.74912643	0.6613263	0.7785411	0.77235883	0.9939739	0.5366607	0.9570768	0.90182817	0.83055824	0.54386073	0.7778822	0.49710113	0.7163137	0.6759489	0.5220548	0.63762623	0.77239543	0.85149586	0.78250486	0.6937529	0.83432674	0.614146	0.5956832	0.9006767	0.8232463	0.8679037	0.8263081	0.76364297	0.7161608	0.7498051	0.7854352	0.96785265	0.7812384	0.8345912	0.741319	0.6401354	0.66408753	0.75091076	0.6422016	0.7582996	0.68761325	0.8214685	0.59709835	0.794978	0.9148256	0.9282615	0.8430724	0.7205622	0.77023935	0.8877927	0.75864685	0.9147177	0.70648074	0.65137684	0.84128785	0.66185826	0.9489737	0.77715445	0.8307812	0.76415294	0.7549275	0.5326712	0.46835506	0.9358417	0.65149724	0.6460359	0.876251	0.8839593	0.70258117	0.7191564	0.8903398	0.6858498	0.7691172	0.7711208	0.7272374	0.6106292	0.67139894
toekenning/noun	0.9286736	0.7810999	0.8227595	0.7763922	0.75625044	0.817407	0.8778305	0.8175355	0.88447267	0.67659605	0.9629446	0.81048536	0.6865131	0.79485923	0.89639413	0.7086127	0.78287005	0.73809594	0.62238586	0.8129332	0.8035753	0.9143884	0.7973063	0.76122546	0.6873697	0.85527	0.86327386	0.74615985	0.8737404	0.7203473	0.93539435	0.87523305	0.79626596	0.870133	0.66453075	0.8121422	0.8452016	0.90521586	0.56858546	0.6664454	0.74495065	0.8449007	0.83526325	0.9307243	0.9477413	0.65421903	0.9195118	0.79275423	0.7118485	0.83137214	0.84230095	0.7078893	0.8444128	0.84878623	0.9071591	0.8470781	0.7336099	0.79191566	0.7635741	0.77365434	0.84478587	0.90557647	0.7846013	0.751386	0.7818339	0.85142	0.7724452	0.8200352	0.82069725	0.74212897	0.6013441	0.89196444	0.8393001	0.8517736	0.83376056	0.8044507	0.69146305	0.8321426	0.86567074	0.9781908	0.9122135	0.85515416	0.940315	0.7929291	0.81240106	0.95164686	0.9193765	0.8819618	0.8206047	0.6159346	0.7954627	0.90311337	0.9457088	0.92589515	0.85167843	0.74912643	0.0	0.8641062	0.7571694	0.76249444	0.95025617	0.7458627	0.9031614	0.8942278	0.9019946	0.8404787	0.9233865	0.7534612	0.7919891	0.78866994	0.7888657	0.8175792	0.8833787	0.7116767	0.8310623	0.7612031	0.6369376	0.85313725	0.6176023	0.9613353	0.7981788	0.9906823	0.78121054	0.816867	0.94925976	0.8976696	0.8207056	0.9947142	0.78065306	0.9804292	0.75548697	0.6511221	0.7433238	0.86890364	0.7080403	0.9064354	0.8800447	0.9549972	0.7980282	0.84533846	0.93487006	0.76791906	0.8430512	0.7736721	0.63046503	0.7628421	0.9150877	0.918191	0.69614255	0.73995996	0.74750227	0.62661386	0.96509385	0.6580455	0.90866005	0.87343764	0.94917864	0.71735334	0.6267983	0.97750974	0.66912055	0.8442496	0.96110547	0.45529944	0.6873915	0.86731005	0.9422936	0.7465925	0.7924643	0.6867788	0.8027837	0.92961353	0.7912575
vandaag/adv	0.831221	0.7668166	0.87182724	0.8165066	0.8041805	0.6748966	0.6781366	0.80589175	0.88825816	0.5899085	0.59375846	0.66666365	0.53263175	0.77276456	0.8386367	0.562534	0.2704379	0.6884379	0.70881635	0.95779735	0.82791346	0.9594884	0.7170823	0.6493194	0.7976435	0.70747113	0.6537985	0.7165947	0.8106972	0.8038668	0.89428204	0.93879557	0.9382024	0.8281976	0.79558134	0.70416725	0.9302776	0.91139936	0.6302297	0.69531536	0.6187232	0.6760893	0.8011962	0.70295274	0.8445316	0.615412	0.83193743	0.6790602	0.8377631	0.5372547	0.6373762	0.8860935	0.8227892	0.63171077	0.68339634	0.8438426	0.68656194	0.9337036	0.83158106	0.7200042	0.88930553	0.6782983	0.6827437	0.58370185	0.8241329	0.8329313	0.66245824	0.8808565	0.86250407	0.69320595	0.7421484	0.9394241	0.65112126	0.59238964	0.571327	0.6007885	0.61294883	0.502874	0.7422217	0.87814224	0.71545535	0.77488655	0.3424284	0.8432032	0.6274623	0.9548918	0.9227158	0.9407613	0.39039576	0.8207412	0.63825536	0.25771022	0.9257437	0.96694475	0.8610989	0.6613263	0.8641062	0.0	0.7795639	0.8237396	0.854017	0.7772281	0.885321	0.9695187	0.8727038	0.5980653	0.7367223	0.7563672	0.81136143	0.7981621	0.6282394	0.68991613	0.8977409	0.85646427	0.8843026	0.68374515	0.82322824	0.60945994	0.47560924	0.7394524	0.49971735	0.9002955	0.86661077	0.78796005	0.90554374	0.8234686	0.85452354	0.6658801	0.8264654	0.78383994	0.5749758	0.5970387	0.69037694	0.8390175	0.7483662	0.76279855	0.7039596	0.8243254	0.691442	0.88948196	0.767786	0.7129141	0.8016056	0.8331023	0.7906915	0.84033084	0.3268103	0.6974554	0.7885873	0.7614546	0.7968935	0.51023746	0.96740836	0.7592207	0.8323962	0.4595263	0.84473026	0.6626084	0.68849456	0.9361638	0.7999849	0.6303439	0.8130342	0.8797213	0.69491065	0.7559316	0.7274218	0.7023853	0.90639484	0.89638096	0.81786174	0.8417917	0.63363194
maatregel/noun	0.88647604	0.622125	0.5819306	0.55230093	0.78960377	0.73451704	0.83677	0.8132905	0.8260051	0.53323483	0.91620034	0.85501224	0.49434364	0.7731862	0.7750498	0.5586066	0.68839616	0.79031396	0.74860317	0.7021878	0.8644882	0.7444956	0.769501	0.712863	0.38743854	0.52561414	0.5857558	0.7285991	0.791416	0.8465397	0.8914583	0.8214971	0.84186935	0.88968754	0.58799064	0.7617468	0.90586895	0.7827467	0.5014996	0.77269995	0.37987792	0.65809983	0.5712236	0.8806306	0.8978381	0.63582146	0.78770554	0.8349772	0.7974938	0.7533816	0.8062144	0.6724789	0.8276987	0.7576538	0.8652035	0.75749874	0.75618744	0.74585927	0.8848507	0.7478293	0.86102486	0.851599	0.7276743	0.68885696	0.71967494	0.8567548	0.831319	0.6331853	0.68813634	0.52592164	0.59662557	0.84775513	0.73638237	0.73745006	0.8768507	0.7748143	0.68934506	0.78676605	0.7566764	0.8999556	0.85846996	0.8527114	0.8692373	0.61465335	0.8804943	0.7689917	0.891484	0.7778213	0.73551494	0.39820617	0.578448	0.86600393	0.825444	0.9773221	0.6888789	0.7785411	0.7571694	0.7795639	0.0	0.45370388	0.87782604	0.70295954	0.8415243	0.93869853	0.8252616	0.7843796	0.85082966	0.73869103	0.8287345	0.522854	0.7255439	0.7735356	0.810812	0.8151471	0.8179837	0.7211507	0.5033121	0.63938046	0.39548188	0.9517333	0.71555436	0.92760116	0.69337904	0.83164454	0.84327984	0.725801	0.78327453	0.94295126	0.847091	0.88240135	0.63954747	0.6105438	0.75029624	0.8163913	0.79685235	0.8972604	0.6724461	0.8617357	0.6121645	0.7947417	0.8961496	0.86344165	0.84798735	0.8646989	0.6824851	0.80553454	0.87805057	0.8772363	0.791195	0.38249063	0.7242861	0.5684217	0.8765069	0.5211824	0.8715831	0.86024904	0.9110838	0.6474778	0.6424322	0.95127547	0.600527	0.7414026	0.9161128	0.6909845	0.56688505	0.7151401	0.8152796	0.70294046	0.7751633	0.8383665	0.68012905	0.773704	0.5672819
